name,phone,website,email,location,insurance,treatmentSetting,services,languages,agesServicing,state,address,overview,treatment_settings,ages_served,services_provided,clinicians,contact_form,url
Caravel Autism Health,218-228-3296,https://clinics.caravelautism.com/caravel-autism-health-4c2170c61852?y_source=1_MzE0NzExMjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,info@caravelautism.com,"1530 1st Ave N Suite 150, Moorhead, MN 56560, United States, Moorhead, MN 56560",,,,,,MN,,,,,,,,
Chloe Goldstein,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Christine Edwards,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Comfort Autism Center,1 651-644-2440,https://comfortautism.com/,info@comfortautism.com,"393 North Dunlap Street #LL34, St Paul, MN 55104, United States, St Paul, MN 55104",,,,,,MN,,,,,,,,
Ellen Sahli,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Ellyn McIsaac,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
French Jenna,651415-5473,https://www.916schools.org/domain/333,jfrench@916schools.org,"2735 County Road D, White Bear Lake, MN 55110, White Bear, MN 55110",,,,,,MN,,,,,,,,
HIA Autism Center,612-422-8556,https://hiaautism.com/,intake@hiahealthcare.com,"6200 Bury Dr, Eden Prairie, MN 55346, United States, Eden Prairie, MN 55346",,,,,,MN,,,,,,,,
Horizon Autism Center,651-605-6366,https://horizonautismcenter.com/,info@horizonautismcenter.com,"34 Moreland Ave W Suite 200, West St Paul, MN 55118, United States, West St Paul, MN 55118",,,,,,MN,,,,,,,,
James Heys,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Jamie Kragseth,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Jessica Larson,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Joe Carlson,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Jollien Tushabe,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Joseph Bane,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Kate Lippitt,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Katherine Welter,651415-5429,https://www.916schools.org/domain/333,kwelter@916schools.org,"2735 County Road D, White Bear Lake, MN 55110, White Bear, MN 55110",,,,,,MN,,,,,,,,
Katie Thormodsgaard,952-737-6900,http://www.academyofwholelearning.org/,admissions@academyofwholelearning.org,"3500 Williston Road, Minnetonka, MN 55345, Minnetonka, MN 55345",,,,,,MN,,,,,,,,
Kayla Rengel,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Lindsay McMillan,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Lovaas Institute Midwest,1 612-925-8365,https://lovaas.com/,intake@lovaas.com,"2925 Dean Pkwy Suite 300, Minneapolis, MN 55416, United States, Minneapolis, MN 55416",,,,,,MN,,,,,,,,
Marietta N. Janecky,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Megan Bares,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Mike Walker,651-293-8640,https://www.spps.org/bridgeview,mike.walker@spps.org,"350 Colborne St., Saint Paul, MN 55102, Saint Paul, MN 55102",,,,,,MN,,,,,,,,
Minnesota Behavioral Specialists,651-900-2210,https://mnbehavioral.com/,cheyman@mnbehavioral.com,"4635 Nicols Rd Suite 104, Eagan, MN 55122, United States, Eagan, MN 55122",,,,,,MN,,,,,,,,
Novotny Amy,651415-5444,https://www.916schools.org/domain/333,anovotny@916schools.org,"2735 County Road D, White Bear Lake, MN 55110, White Bear, MN 55110",,,,,,MN,,,,,,,,
"Oelke, Matt",651415-5354,https://www.916schools.org/domain/333,moelke@916schools.org,"2735 County Road D, White Bear Lake, MN 55110, White Bear, MN 55110",,,,,,MN,,,,,,,,
Partners In Excellence,952-746-5350,https://partnersmn.com/#,facebook@partnersmn.com,"14301 Ewing Ave, Burnsville, MN 55306, United States, Burnsville, MN 55306",,,,,,MN,,,,,,,,
Partners in Excellence Autism Therapy Center,1 952-746-5350,https://partnersmn.com/,facebook@partnersmn.com,"2344 Helen St N, St Paul, MN 55109, United States, St Paul, MN 55109",,,,,,MN,,,,,,,,
River City Therapy Center,651-360-3202,https://www.rivercitytherapycenter.org/,contact@rivercitytherapycenter.org,"4911 Learning Ln, Red Wing, MN 55066, USA, , MN 55066",,,,,,MN,,,,,,,,
Sara Wagnitz,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Solutions Behavioral Healthcare Professionals,(218) 287-4338,,,"422 Minnesota Ave., , MN",,Center-based; School-based,,English,2-10; 11-21,MN,,,,,,,,
Solutions Behavioral Healthcare Professionals,(218) 287-4338,,,"1806 Fir Avenue E. Suite 200, , MN",,Center-based; School-based,,English,2-10; 11-21,MN,,,,,,,,
Solutions Behavioral Healthcare Professionals,(218) 287-4338,,,"408 Great Oak Drive, , MN",,Center-based; School-based,,English,2-10; 11-21,MN,,,,,,,,
Solutions Behavioral Healthcare Professionals,(218) 287-4338,,,"1547 30th Avenue South, , MN",,Center-based; School-based,,English,2-10; 11-21,MN,,,,,,,,
Solutions Behavioral Healthcare Professionals,(218) 287-4338,,,"1041 Hawk Street, , MN",,Center-based; School-based,,English,2-10; 11-21,MN,,,,,,,,
Solutions Behavioral Healthcare Professionals,(218) 287-4338,,,"1910 Aga Drive, , MN",,Center-based; School-based,,English,2-10; 11-21,MN,,,,,,,,
Southwest West Central Service Cooperative,(507) 537-2240,,,"2419 Washington Avenue, , MN",,Center-based; Home-based; School-based,Community; Behavioral Health,English,,MN,,,,,,,,
Southwest West Central Service Cooperative,(507) 537-2240,,,"1420 East College Drive, , MN",,Center-based; Home-based; School-based,Community; Behavioral Health,English,,MN,,,,,,,,
Southwest West Central Service Cooperative,(507) 537-2240,,,"320 N Saturn St, , MN",,Center-based; Home-based; School-based,Community; Behavioral Health,English,,MN,,,,,,,,
Southwest West Central Service Cooperative,(507) 537-2240,,,"1314 N Hiawatha, , MN",,Center-based; Home-based; School-based,Community; Behavioral Health,English,,MN,,,,,,,,
Stephanie Polizzi,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Stephanie Tholo,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
Thron Kelli,651415-6351,https://www.916schools.org/domain/333,kthron@916schools.org,"2735 County Road D, White Bear Lake, MN 55110, White Bear, MN 55110",,,,,,MN,,,,,,,,
Troy Woolever,952-401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,"10273 Yellow Circle Dr. Minnetonka, MN, Minnetonka, MN",,,,,,MN,,,,,,,,
ABA Consultants and Implementers,417-293-3446,,aba@centurytel.net,"1404 Southern Hills Center West Plains, MO 65775 United States, West Plains, MO 65775",,,,,,MO,,,,,,,,
ABA Consulting Services,314-838-1465,https://stlaba.com,info@stlaba.com,"650 Office Pkwy, Creve Coeur, MO 63141, United States, Creve Coeur, MO 63141",,,,,,MO,,,,,,,,
"Applied Behavior Services, LLC",314-369-4235,http://www.HelpWithBehavior.com,Lisa@HelpWithBehavior.com,"1601 McQuade Dr St. Peters, MO 63376 United States, St. Peters, MO 63376",,,,,,MO,,,,,,,,
"Applied Behavior Services, LLC. (North Campus)",314-305-0041,http://www.helpwithbehavior.com,Lisa@helpwithbehavior.com,"8425 Mexico Rd, St Peters, MO 63376, United States, St Peters, MO 63376",,,,,,MO,,,,,,,,
Aspire Behavioral Solutions,(816) 533-5057‬,https://abskc.com/,,"5604 NE Antioch Rd, Gladstone, MO 64119, United States, Gladstone, MO 64119",,,,,,MO,,,,,,,,
Aspire Behavioral Solutions,(816) 533-5057‬,https://abskc.com/,,"5604 NE Antioch Rd, Gladstone, MO 64119, United States, Gladstone, MO 64119",,,,,,MO,,,,,,,,
Auspire,417-200-2322,https://www.auspiretherapy.com/,hello@auspiretherapy.com,"909 E Republic Rd # B200, Springfield, MO 65807, United States, Springfield, MO 65807",,,,,,MO,,,,,,,,
Autism & Behavioral Spectrum,314-399-7732,http://www.abspectrum.org,nainah@abspectrum.org,"14733 Clayton Rd. Ballwin, MO 63011 United States, Ballwin, MO 63011",,,,,,MO,,,,,,,,
Autism and Behavioral Spectrum,314-339-7732,https://www.abspectrum.org/,info@abspectrum.org,"2338 Lemay Ferry Rd, Mehlville, MO 63125, United States, Manchester, MO 63125",,,,,,MO,,,,,,,,
Autism and Behavioral Spectrum,314-339-7732,https://www.abspectrum.org/,info@abspectrum.org,"11905 W Florissant Ave, Florissant, MO 63033, United States, Florissant, MO 63033",,,,,,MO,,,,,,,,
Autism and Behavioral Spectrum,314-339-7732,https://www.abspectrum.org/,info@abspectrum.org,"2338 Lemay Ferry Rd, Mehlville, MO 63125, United States, Mehlville, MO 63125",,,,,,MO,,,,,,,,
Autism Support Now,816-608-1500,https://autismsupportnow.com,info@autismsupportnow.com,"248 NE Barry Rd, Kansas City, MO 64155, United States, Kansas City, MO 64155",,,,,,MO,,,,,,,,
"Autism Support Now, LLC",573-708-7250,https://autismsupportnow.com,Info@autismsupportnow.com,"3037 Lexington Ave, Cape Girardeau, MO 63701, United States, Girardeau, MO 63701",,,,,,MO,,,,,,,,
"Autism Support: Global Behavior Education Alliance, Inc.",888-423-2559,http://www.globalbehavioredu.com,globalbehavioredu@gmail.com,"520 Elizabeth Drive St. Louis, MO 63119 United States, St. Louis, MO 63119",,,,,,MO,,,,,,,,
"Behavior Connections, LLC",636-575-4222,http://www.behaviorconnections.com,Stephanie.Merker@gmail.com,"Behavior Connections, LLC St. Louis, MO 63122 United States, St. Louis, MO 63122",,,,,,MO,,,,,,,,
Behavior Frontiers,636-202-0693,https://www.behaviorfrontiers.com,info@behaviorfrontiers.com,"7777 Bonhomme Ave Suite 1800, Clayton, MO 63105, United States, Clayton, MO 63105",,,,,,MO,,,,,,,,
"Behavior Intervention Services, LLC",314-544-5544,http://www.behaviorinterventionservices.com,ksalls.bis@sbcglobal.net,"9630 Gravois Rd Suite 100 St. Louis, MO 63123 United States, St. Louis, MO 63123",,,,,,MO,,,,,,,,
Behavior Solutions,636-493-9299,http://behsolutions.com,info@behsolutions.com,"44 Portwest Ct, St Charles, MO 63303, United States, St Charles, MO 63303",,,,,,MO,,,,,,,,
"Behavior Solutions, Inc.",63626504076362650407,http://www.behsolutions.com,apeeler@behsolutions.com,"44 Portwest Ct O'Fallon, MO 63303 United States, O'Fallon, MO 63303",,,,,,MO,,,,,,,,
Behavior Therapy Services,636-675-4032,,vendt.behaviortherapyservices@gmail.com,"242 Pennington Lane Chesterfield, MO 63005 United States, Chesterfield, MO 63005",,,,,,MO,,,,,,,,
"Behavior Therapy Services, LLC",636-394-3855,,,"272 Pennington Lane Clarkson Valley, MO 63005 United States, Clarkson Valley, MO 63005",,,,,,MO,,,,,,,,
Behavioral Innovations,(855) 782-7822,https://behavioral-innovations.com/locations/yukon/,info@bi-aba.com,"520 Pointe Pkwy Blvd, Kansas City, MO",,,,,,MO,,,,,,,,
"Behavioral Invtervention Solutions, LLC",417-234-3455,http://www.behavioralinterventionsolutions.com,amy.reese@behavioralinterventionsolutions.com,"2720 S. Glenstone Ave. Springfield, MO 65804 United States, Springfield, MO 65804",,,,,,MO,,,,,,,,
"Behavioral Learning Center, LLC",417-616-3180,http://www.ABA2Learn.com,GCrabtree@ABA2Learn.com,"230 N. Belcrest Ave. Suite A Springfield, MO 65802 United States, Springfield, MO 65802",,,,,,MO,,,,,,,,
Behavioral Perspective Inc.,8883083728,https://bpiaba.com/aba-therapy-columbia-mo/,lramirez@bpiaba.com,"Columbia, Columbia, MO",,,,,,MO,,,,,,,,
"Best Abilities, LLC",314-736-5502,,mweber@bestabilities.com,"9510 Page Ave Saint Louis, MO 63132 United States, Saint Louis, MO 63132",,,,,,MO,,,,,,,,
Bill & Virginia Leffen Center for Autism,417-347-7850,,,"2808 S Picher Ave. Joplin, MO 64804 United States, Joplin, MO 64804",,,,,,MO,,,,,,,,
Blue Stars Therapy,314-380-3088,https://www.bluestarstherapy.com,info@bluestarstherapy.com,"567 North and South Rd suite c, St. Louis, MO 63130, United States, Louis, MO 63130",,,,,,MO,,,,,,,,
BlueSprig,314-932-2402,https://www.bluesprigautism.com/bluesprig-st-louis/?utm_source=google&utm_medium=local&utm_campaign=bs_st_louis,stlouis@bluesprigpediatrics.com,"9374 Olive Blvd Suite 101, Olivette, MO 63132, United States, Olivette, MO 63132",,,,,,MO,,,,,,,,
BlueSprig,816-474-3995,https://www.bluesprigautism.com,media@bluesprigpediatrics.com,"7 E Gregory Blvd, Kansas City, MO 64114, United States, Kansas City, MO 64114",,,,,,MO,,,,,,,,
BlueSprig,314-932-2402,https://www.bluesprigautism.com/bluesprig-st-louis/?utm_source=google&utm_medium=local&utm_campaign=bs_st_louis,stlouis@bluesprigpediatrics.com,"9374 Olive Blvd Suite 101, Olivette, MO 63132, United States, Olivette, MO 63132",,,,,,MO,,,,,,,,
Brandi Hodges,816-708-0540,http://www.kcatc.org/,,"10842 McGee Street Kansas City, MO 64114, Kansas City, MO 64114",,,,,,MO,,,,,,,,
Bright Futures ABA,314-390-6923,https://www.brightfuturesaba.org/,mhibbard@brightfuturesaba.org,"2240 Bennington Pl, Maryland Heights, MO 63043, United States, Maryland Heights, MO 63043",,,,,,MO,,,,,,,,
Brighter Strides ABA Therapy,314-350-3743,https://brighterstridesaba.com/,info@brighterstridesaba.com,"7280 NW 87th Terrace Suite C-210, Kansas City, MO 64153, United States, Kansas City, MO 64153",,,,,,MO,,,,,,,,
Brighter Strides ABA Therapy,314-350-3743,https://brighterstridesaba.com/,info@brighterstridesaba.com,"4625 Lindell Blvd Suite 2466, St. Louis, MO 63108, United States, St. Louis, MO 63108",,,,,,MO,,,,,,,,
Brighter Strides ABA Therapy,314-350-3743,https://brighterstridesaba.com/,info@brighterstridesaba.com,"7280 NW 87th Terrace Suite C-210, Kansas City, MO 64153, United States, Kansas City, MO 64153",,,,,,MO,,,,,,,,
Burrell Autism Center,417-761-5330,http://www.burrellautismcenter.com,autismInfo@burrellcenter.com,"Burrell Behavioral Health 1300 Bradford Pkwy. Springfield, MO 65804 United States, Springfield, MO 65804",,,,,,MO,,,,,,,,
Center for Autism & Related Disorders,314-528-9509,https://www.centerforautism.com,info@centerforautism.com,"1320 Baur Blvd, Olivette, MO 63132, United States, Olivette, MO 63132",,,,,,MO,,,,,,,,
"Center for Autism and Related Disorders (CARD), Inc.",636-438-0360855-345-2273,http://www.centerforautism.com,,"Manchester, MO 63011 United States, Manchester, MO 63011",,,,,,MO,,,,,,,,
"Center for Learning and Autism Support Services, Inc. (CLASS)",800-538-8365,https://classaba.com,info@classaba.com,"11 E Gregory Blvd, Kansas City, MO 64114, United States, Kansas City, MO 64114",,,,,,MO,,,,,,,,
"Core Therapy & Diagnostics, LLC",417-507-2777,https://www.coreabatherapy.com/,info@coreabatherapy.com,"116 Pathway, Branson, MO 65616, United States, Branson, MO 65616",,,,,,MO,,,,,,,,
Daytastic ABA,417-298-0984,https://daytasticaba.com,,"116 W Sherman Way Suite 1, Nixa, MO 65714, United States, Nixa, MO 65714",,,,,,MO,,,,,,,,
Developing Minds Therapy Services,(314) 626-0306,,,"2 Cityplace Drive, , MO",,Center-based; Home-based; School-based,Community,English,,MO,,,,,,,,
Early Autism Services,314-240-2031,https://earlyautismservices.com,info@earlyautismservices.com,"2075 Bentley Plaza, Fenton, MO 63026, United States, Fenton, MO 63026",,,,,,MO,,,,,,,,
"Early Autism Services - St. Louis, MO",314-240-2031,https://earlyautismservices.com,info@earlyautismservices.com,"St Perters, Missouri, USA, St Peters, MO",,,,,,MO,,,,,,,,
Expressions Behavioral Healthcare,816-730-8525,https://expressionshealthcare.com/,admin@expressionsbhc.com,"17140 Bel-Ray Pl, Belton, MO 64012, United States, Belton, MO 64012",,,,,,MO,,,,,,,,
Farrell Weiers,816-984-8280,http://www.familyfirstkc.com/,,"5731-5863 NW 72nd St, Kansas City, MO 64151, USA, Kansas City, MO 64151",,,,,,MO,,,,,,,,
Gentri Tollefson,816-708-0540,http://www.kcatc.org/,,"10842 McGee Street Kansas City, MO 64114, Kansas City, MO 64114",,,,,,MO,,,,,,,,
Great Strides Behavioral Consulting,314-715-3855,https://greatstrides-stl.com/,info@greatstrides-stl.com,"2560 Metro Blvd, Maryland Heights, MO 63043, United States, Maryland Heights, MO 63043",,,,,,MO,,,,,,,,
Illuminate ABA Therapy,248-846-8700,https://illumtherapy.com,info@illumtherapy.com,"4325 Maryland Ave Floor 1, St. Louis, MO 63108, United States, Louis, MO 63108",,,,,,MO,,,,,,,,
Janet Walker-Downing,816-866-5662,www.rileyaba.com,info@rileyaba.com,"Riley ABA & Autism Center 1936 Summit Street Kansas City, MO 64108, Kansas City, MO 64108",,,,,,MO,,,,,,,,
Judevine Center for Autism,417-213-8018,http://www.judevine.org,contactus@judevine.org,"3444 S Campbell Ave, Springfield, MO 65807, United States, Springfield, MO 65807",,,,,,MO,,,,,,,,
Kim Campos,816-708-0540,http://www.kcatc.org/,,"10842 McGee Street Kansas City, MO 64114, Kansas City, MO 64114",,,,,,MO,,,,,,,,
Latitude Therapy,314-410-9670,https://www.lattherapy.com,Info@LatTherapy.com,"St. Louis, Missouri, USA, St. Louis, MO",,,,,,MO,,,,,,,,
Lauren Miller,816-708-0540,http://www.kcatc.org/,,"10842 McGee Street Kansas City, MO 64114, Kansas City, MO 64114",,,,,,MO,,,,,,,,
Megan Carman,816-708-0540,http://www.kcatc.org/,,"10842 McGee Street Kansas City, MO 64114, Kansas City, MO 64114",,,,,,MO,,,,,,,,
Melissa Potchad,816-708-0540,http://www.kcatc.org/,,"10842 McGee Street Kansas City, MO 64114, Kansas City, MO 64114",,,,,,MO,,,,,,,,
Mercy Autism Collaborative,417-890-4117,https://www.mercy.net/practice/mercy-autism-collaborative-springfield/?utm_campaign=yext&utm_content=website&utm_medium=organic_search&utm_source=google&utm_term=Central&y_source=1_MTI5OTY0MjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,,"3231 S National Ave Suite 100, Springfield, MO 65807, United States, Springfield, MO 65807",,,,,,MO,,,,,,,,
Morning Star Behavioral Associates,(618) 697-1132,,,"338 Broadway, , MO",,Center-based; Home-based,,English,,MO,,,,,,,,
Morning Star Behavioral Associates,(618) 697-1132,,,"338 S. Kirkwood, , MO",,Center-based; Home-based,,English,,MO,,,,,,,,
My World ABA,417-818-5784,https://myworldaba.com,myworld.aba@outlook.com,"3048 S Clifton Ave Suite 112, Springfield, MO 65807, United States, Springfield, MO 65807",,,,,,MO,,,,,,,,
Riley ABA & Autism Center,816-866-5662,https://www.rileyaba.com/,,"1936 Summit St, Kansas City, MO 64108, United States, Kansas City, MO 64108",,,,,,MO,,,,,,,,
Sadowsky Autism Services,816-469-5162,https://sadowskyautismservices.com,mark@sadowskyautismservices.com,"214 Ferrel St, Platte City, MO 64079, United States, Platte City, MO 64079",,,,,,MO,,,,,,,,
Sara Riley,816-866-5662,www.rileyaba.com,info@rileyaba.com,"Riley ABA & Autism Center 1936 Summit Street Kansas City, MO 64108, Kansas City, MO 64108",,,,,,MO,,,,,,,,
Success On The Spectrum,816-643-4959,,,"520 NE Colbern Rd Suite 200, Lee's Summit, MO 64086, United States, Lee's Summit, MO 64086",,,,,,MO,,,,,,,,
Success on the Spectrum,(346) 217-8328,,,"520 NE Colbern Road, , MO",,Center-based; Home-based; School-based,,English,,MO,,,,,,,,
Summit Behavioral Services,816-853-0946,https://www.summitaba.com,,"1460 NW Vivion Rd, Kansas City, MO 64118, United States, Kansas City, MO 64118",,,,,,MO,,,,,,,,
Tanya Baynham,816-708-0540,http://www.kcatc.org/,,"10842 McGee Street Kansas City, MO 64114, Kansas City, MO 64114",,,,,,MO,,,,,,,,
The Autism Clinic at Hope,217-525-8332,https://www.theautismclinic.org,,"11432 Tesson Ferry Rd, St. Louis, MO 63123, United States, St. Louis, MO 63123",,,,,,MO,,,,,,,,
The Autism Clinic at Hope,217-525-8332,https://www.theautismclinic.org,,"11432 Tesson Ferry Rd, St. Louis, MO 63123, United States, Louis, MO 63123",,,,,,MO,,,,,,,,
Unique Milestones Behavior Services and Consultation,314.277.4494,https://www.uniquemilestones.com/,uniquemilestones@gmail.com,"Fenton, MO., Fenton, MO",,,,,,MO,,,,,,,,
University Autism Center,573-986-4985,https://semo.edu/autism-center,admissions@semo.edu,"611 N Fountain St, Cape Girardeau, MO 63701, United States, Girardeau, MO 63701",,,,,,MO,,,,,,,,
Vision for Hope,(217) 585-5437,,,"473 N. Kirkwood Road, 1st floor, , MO",,Center-based; School-based,,English,,MO,,,,,,,,
Vision for Hope,(217) 585-5437,,,"11432 Tesson Ferry Road, , MO",,Center-based; School-based,,English,,MO,,,,,,,,
Wendy Walker,816-866-5662,www.rileyaba.com,info@rileyaba.com,"Riley ABA & Autism Center 1936 Summit Street Kansas City, MO 64108 Phone: 816-866-5662, Kansas City, MO 64108",,,,,,MO,,,,,,,,
Autism Center of North Mississippi,662-840-0974,https://autismcenternms.com,info@autismcenternms.com,"146 S Thomas St, Tupelo, MS 38801, United States, Tupelo, MS 38801",,,,,,MS,,,,,,,,
Blue Sky Behavior Therapy,769-233-7154,https://www.blueskybx.com,info@blueskybx.com,"Legacy Park, 402 B, Ridgeland, MS 39157, United States, Ridgeland, MS 39157",,,,,,MS,,,,,,,,
"Blue Sky Behavior Therapy, LLC",(769) 233-7154,,,"402 B Legacy Park, , MS",Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Humana; Optum/United,Center-based; Home-based; School-based,,English,2-10; 11-21,MS,,,,,,,,
"Blue Sky Behavior Therapy, LLC",(769) 233-7154,,,"1094 S 1st Street SE, , MS",Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Humana; Optum/United,Center-based; Home-based; School-based,,English,2-10; 11-21,MS,,,,,,,,
"Blue Sky Behavior Therapy, LLC",(769) 233-7154,,,"515 Simpson Dr, , MS",Optum; United Healthcare; Anthem (Blue Cross Blue Shield); Blue Cross and Blue Shield Association; Humana; Optum/United,Center-based; Home-based; School-based,,English,2-10; 11-21,MS,,,,,,,,
Callie Cain,662-840-0974,http://autismcenternms.com/,callie@autismcenternms.com,"Spanish Village 146 S. Thomas St., Ste. C, Tupelo, MS 38801, Tupelo, MS 38801",,,,,,MS,,,,,,,,
Canopy Children's Solutions,601-352-7784,https://mycanopy.org/,info@mycanopy.org,"1465 Lakeland Dr, Jackson, MS 39216, United States, Jackson, MS 39216",,,,,,MS,,,,,,,,
Center for Behavior Analytic Services,662-205-4375,https://centerbaservices.org/,info@centerbaservices.org,"1040 Cliff Gookin Blvd Suite H, Tupelo, MS 38801, United States, Tupelo, MS 38801",,,,,,MS,,,,,,,,
Cole Jackson,662-840-0974,http://autismcenternms.com/,cole@autismcenternms.com,"Spanish Village 146 S. Thomas St., Ste. C, Tupelo, MS 38801, Tupelo, MS 38801",,,,,,MS,,,,,,,,
Colorful Minds,(251) 648-4346,,,"9414 Three Rivers Road,, , MS",,Center-based; School-based,,English,,MS,,,,,,,,
Colorful Minds LLC,228-313-3106,https://colorfulmindsaba.com/,info@colorfulmindsaba.com,"9480 Three Rivers Rd, Gulfport, MS 39503, United States, Gulfport, MS 39503",,,,,,MS,,,,,,,,
Dr. Dannell Speights Roberts,601-255-5264,https://www.willswaybehavioral.com/,info@willswaybehavioral.com,"2112 Bienville Blvd., Ste P Ocean Springs, MS 39564, Hattiesburg, MS 39564",,,,,,MS,,,,,,,,
Dr. Dannell Speights Roberts,601-255-5264,https://www.willswaybehavioral.com/,info@willswaybehavioral.com,"2112 Bienville Blvd., Ste P Ocean Springs, MS 39564, Ocean Springs, MS 39564",,,,,,MS,,,,,,,,
Dr. Kimberly Bellipanni Hargrove,601-255-5264,https://www.willswaybehavioral.com/,info@willswaybehavioral.com,"2112 Bienville Blvd., Ste P Ocean Springs, MS 39564, Hattiesburg, MS 39564",,,,,,MS,,,,,,,,
Dr. Kimberly Bellipanni Hargrove,601-255-5264,https://www.willswaybehavioral.com/,info@willswaybehavioral.com,"2112 Bienville Blvd., Ste P Ocean Springs, MS 39564, Ocean Springs, MS 39564",,,,,,MS,,,,,,,,
Dr. Rebecca Mullican,769-218-9596,http://jacksonautismcenter.com/,,"6712 Old Canton Rd #5, Ridgeland, MS 39157, USA, Ridgeland, MS 39157",,,,,,MS,,,,,,,,
Dr. Scott Bethay,662-840-0974,http://autismcenternms.com/,scott@autismcenternms.com,"Spanish Village 146 S. Thomas St., Ste. C, Tupelo, MS 38801, Tupelo, MS 38801",,,,,,MS,,,,,,,,
Haley Wood,662-840-0974,http://autismcenternms.com/,haley@autismcenternms.com,"Spanish Village 146 S. Thomas St., Ste. C, Tupelo, MS 38801, Tupelo, MS 38801",,,,,,MS,,,,,,,,
Helping Hands Learning Academy,9012161486,http://www.helpinghandsacademy.net/,vclark@helpinghandsacademy.net,"7701 Hwy. 51 North Southaven, MS 38671, Southaven, MS 38671",,,,,,MS,,,,,,,,
Jessyi Bryant Reed,662-840-0974,http://autismcenternms.com/,jessyi@autismcenternms.com,"Spanish Village 146 S. Thomas St., Ste. C, Tupelo, MS 38801, Tupelo, MS 38801",,,,,,MS,,,,,,,,
Katy Riley,662-840-0974,http://autismcenternms.com/,katy@autismcenternms.com,"Spanish Village 146 S. Thomas St., Ste. C, Tupelo, MS 38801, Tupelo, MS 38801",,,,,,MS,,,,,,,,
Mississippi Behavior Services,(901) 216-1486,,,"5847 Getwell Rd Building C, , MS",,Center-based,,,,MS,,,,,,,,
Nicki Jeane,601-255-5264,https://www.willswaybehavioral.com/,info@willswaybehavioral.com,"2112 Bienville Blvd., Ste P Ocean Springs, MS 39564, Hattiesburg, MS 39564",,,,,,MS,,,,,,,,
Nicki Jeane,601-255-5264,https://www.willswaybehavioral.com/,info@willswaybehavioral.com,"2112 Bienville Blvd., Ste P Ocean Springs, MS 39564, Ocean Springs, MS 39564",,,,,,MS,,,,,,,,
