name,address,phone,website,rating,reviews,latitude,longitude,place_id
Building Skills-Occupational Therapy,"2750 Stickney Point Rd Suite 210-B, Sarasota, FL 34231",(941) 277-9901,,5,6,27.2679071,-82.5148313,ChIJqapnPd1Bw4gRtkTaXCdKyE0
Purposeful Play Pediatric Therapy,"680 U.S. 41 Bypass N SUITE 2, Venice, FL 34285",(941) 375-9813,https://purposefulplaypediatrictherapy.com/,5,21,27.1089101,-82.4408205,ChIJ31_IhVNbw4gRBMmjlVhgp9g
Spring Forward Therapy,"1775 Arlington St #2, Sarasota, FL 34239",(941) 914-5983,http://www.springforwardtherapy.com/,5,55,27.3177195,-82.5343111,ChIJ91YDpPFBw4gRSudXXPIJmAw
Florida Speech Therapy,"2805 Fruitville Rd suite 250, Sarasota, FL 34237",,,,,27.338661,-82.5125557,ChIJ88SOhvRBw4gR_eN9pIIDN6M
Speech Works SRQ,"1538 Stickney Point Rd Suite 103, Sarasota, FL 34231",(941) 932-8824,https://www.speechworkssrq.com/,,,27.2546134,-82.529911,ChIJy-Ml4GRDw4gRJGS2F4Zyjsk
Central Florida Speech and Hearing Center,"3020 Lakeland Highlands Rd, Lakeland, FL 33803",(863) 686-3189,http://www.cfshc.org/,4.6,217,28.008782399999998,-81.9232589,ChIJ_5YceuQ-3YgRmAGsMF_8rUc
Pediatric Therapy Services,"1215 E Orange St, Lakeland, FL 33801",(863) 802-3800,http://ptsbeyourbest.com/,3.7,46,28.041506599999998,-81.940178,ChIJLbcKpkc_3YgRFV67PEwmyZ8
HealthPRO Pediatrics Lakeland,"1818 Harden Blvd #160, Lakeland, FL 33803",(863) 683-4726,https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/lakeland-fl/,3.1,45,28.0211124,-81.9732422,ChIJB__ATN443YgRzWYAn-SNE3A
Virtually Speaking,"5129 S Lakeland Dr # 2, Lakeland, FL 33813",(863) 732-9955,https://virtuallyspeakingslp.com/,4.8,16,27.97221,-81.964317,ChIJ6fw9WbQ43YgRFWzRfpngYnE
FIRST STEP THERAPY,"520 Florida Ave S, Lakeland, FL 33801",(863) 268-2608,http://www.firststep-therapy.com/,3.8,40,28.038075799999998,-81.9568484,ChIJNXVZXq853YgR_Q-0hNMFzhY
Tiny Wonders Speech and Language Therapy,"2420 N Crystal Lake Dr Suite 103, Lakeland, FL 33801",(863) 225-0007,https://www.tinywondersspeech.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=2029785472540753612,5,6,28.028334299999997,-81.909762,ChIJJ0lnnYZD3YgR28gsO2Ur39k
Sunshine Circle Speech & Language,"624 Mid-Florida Dr Suite 7, Lakeland, FL 33813",(863) 271-9556,http://www.sunshinecircle-slp.com/,5,8,27.9567689,-81.96540329999999,ChIJA_xrFAA73YgROwLGe3RaEI4
Let's Talk & Move Therapy Center,"624 Mid-Florida Dr Suite 5, Lakeland, FL 33813",(863) 272-9639,http://www.ltmtherapycenter.com/,5,8,27.9567195,-81.9653927,ChIJo-F73bM73YgRkdn_fS7ZrlI
Townsend Speech & Language Therapy LLC,,(954) 729-6237,http://townsendslt.com/,5,5,27.992309,-82.1382515,ChIJVU4V4_xEIQIRJvNBK9kjxjk
HealthPRO Pediatrics Lakeland,"4222 Florida Ave S, Lakeland, FL 33813",(863) 456-7148,https://www-healthpro-heritage-com.sandbox.hs-sites.com/pediatrics/lakeland-fl/,5,7,27.9887253,-81.9555615,ChIJyZcgdXE53YgRQRyoKC5GYJc
Grow the Vine Speech & Wellness,"1424 Commercial Park Dr Unit 6, Lakeland, FL 33801",(863) 940-9863,http://www.gtvspeechgym.com/,5,2,28.025199399999998,-81.9247929,ChIJbYoumvU93YgRH0895cZwnEY
All About Speech & Language Therapy Brandon & Occupational Therapy Brandon,"1452 Bloomingdale Ave, Valrico, FL 33596",(813) 616-4004,http://aaspeech.com/,4.9,35,27.8960233,-82.25708449999999,ChIJb8zeC-TRwogReTsUMypQyxE
The Communication Station,,(786) 295-3642,http://www.the-communication-station.com/,5,15,27.946309,-82.0330965,ChIJI8pg-LhhiiYRwcBScgrmAGU
Swan City Speech,"1619 Harden Blvd, Lakeland, FL 33803",(863) 808-1970,https://www.swancityspeech.com/,5,7,28.0236576,-81.9744047,ChIJSxCpRoE53YgRJktmf9M3UCM
"Johns Hopkins All Children's Outpatient Care, Lakeland","3310 Lakeland Hills Blvd, Lakeland, FL 33805",(863) 802-6600,https://www.hopkinsmedicine.org/patient-care/locations/johns-hopkins-all-childrens-outpatient-care-lakeland,4.4,118,28.084846199999998,-81.9540973,ChIJ6QrtvUpH3YgRVKOfJAYnEzo
"Speech Therapy Associates, LLC","121 Webb Dr #400, Davenport, FL 33837",(863) 421-5800,https://speechtherapyassociatesllc.com/,4.8,26,28.151176999999997,-81.6379663,ChIJhSdHaI1x3YgRndQw_Vfn6fs
"Rayanne Woodruff, SLP","3021 Lakeland Highlands Rd, Lakeland, FL 33803",(863) 688-5232,https://www.risimaging.com/,,,28.0085142,-81.9248712,ChIJlbgZQ-Q-3YgRI-3oRhVfSNQ
"Catherine M. Seifer, MA","716 E Bella Vista St, Lakeland, FL 33805",(863) 683-6504,,5,1,28.0702036,-81.9507328,ChIJ5ah0Y6xA3YgRy7MHFertSDY
PT Solutions of Lakeland,"4227 US Hwy 98 N, Lakeland, FL 33809",(863) 937-3346,https://ptsolutions.com/find-a-clinic/fl/lakeland/lakeland/?utm_source=google&utm_medium=organic&utm_campaign=GMB-PT-Solutions-Lakeland&utm_content=listing,4.9,176,28.0952569,-81.97183749999999,ChIJu0bEBTJH3YgRuTpB7D7Tf9I
Palm Beach Speech & OT Specialists,"4690 S Dixie Hwy, West Palm Beach, FL 33405",(561) 842-8996,https://www.palmbeachsos.com/,5,17,26.6708608,-80.0548587,ChIJicmGql3V2IgRWQ4UsOzQQx4
First Words Pediatric Therapy,"1850 Forest Hill Blvd STE 100, West Palm Beach, FL 33406",(561) 328-8312,http://firstwordspediatrictherapy.com/,5,10,26.6509793,-80.07851699999999,ChIJdZChB0TX2IgRD5plv0kXzaU
Progressive Pediatric Therapy-West Palm Beach Clinic,"5589 Okeechobee Blvd, West Palm Beach, FL 33417",(561) 376-2573,https://ppt4kids.com/,4.7,192,26.7078876,-80.1287002,ChIJD1MgW7wp2YgRsRBPTS1OJNw
Theraspeech Inc,"1401 Forum Way #300, West Palm Beach, FL 33401",(561) 689-2147,http://theraspeechinc.com/contact-us/,4.8,26,26.72618,-80.0807581,ChIJ4YVo0XUq2YgR_RfARJ35ass
Speech and Language Center of the Palm Beaches,"605 Belvedere Rd # 18, West Palm Beach, FL 33405",(561) 318-1292,https://www.speechwestpalmbeach.com/,5,12,26.690601599999997,-80.0574037,ChIJY92vVnjX2IgRrc7JTuF0LVw
CREATIVE THERAPY SOLUTIONS for SPEECH LANGUAGE PATHOLOGY,"2168 Jog Rd, West Palm Beach, FL 33415",(561) 641-5757,http://creativetherapysolutions.org/,4.7,14,26.6457019,-80.144865,ChIJXWiBJEgm2YgROz6_1NdcSC4
Speech & Learning Institute,"1201 U.S. Rte 1 #210, North Palm Beach, FL 33408",(561) 776-8612,http://www.pbspeech.com/,4.7,15,26.836429,-80.061922,ChIJU53nbtoq34gRi5K6ityG6io
Palm Beach Speech & OT Specialists,"420 U.S. Hwy 1 #13, North Palm Beach, FL 33408",(561) 842-8996,http://palmbeachsos.com/,5,1,26.809804099999997,-80.055526,ChIJe8LjNnXV2IgR0IpfpNAn5PU
"Palm Beach Speech Therapy | Nina Minervini, M.S., CCC-SLP","301 Croton Ave, Lantana, FL 33462",(561) 797-2343,https://www.speechpalmbeach.com/,5,9,26.5878031,-80.0494361,ChIJ12XjMzgyLKoRe2zoC-FlpMQ
Project Speech,"8198 Jog Rd #201, Boynton Beach, FL 33472",(561) 631-7723,https://www.projectspeechtherapy.com/,4.7,38,26.5540867,-80.1473443,ChIJO13idWTf2IgR_ro89dEA--s
Play Pals,"4806 S Dixie Hwy, West Palm Beach, FL 33405",(561) 803-0083,https://www.playpalslearning.com/,5,11,26.669518,-80.0549748,ChIJUUrzFuzX2IgRwBb2-zcMhBQ
"Special Kids Speech, LLC","9123 N Military Trl #212, Palm Beach Gardens, FL 33410",(561) 320-6442,http://www.specialkidsspeech.com/,5,23,26.812248999999998,-80.1068658,ChIJ5zwiRby0WWERP_u7HMznK_U
Telefun Speech Therapy Services,"2300 Palm Beach Lakes Blvd, West Palm Beach, FL 33409",(561) 800-5058,http://www.telefunspeech.com/,5,1,26.709166699999997,-80.09753239999999,ChIJFy6QrmxZ1IcR6Osnyu7QtxY
Palm Beach Speech Teach,"6565 Hypoluxo road, Greenacres, FL 33467",(561) 806-0799,http://www.palmbeachspeechteach.com/,5,30,26.552607,-80.15072459999999,ChIJ-fM58cEm2YgRP64h7YwFbiQ
Communication Corner Therapy LLC,"9123 N Military Trl #212, Palm Beach Gardens, FL 33410",(561) 320-3230,https://www.commcornertherapy.com/,5,20,26.812248999999998,-80.1068658,ChIJEeOalXfV2IgRSa_BTtrIIKQ
Florida Movement Therapy Centers,"12040 S Jog Rd SUITE 8, Boynton Beach, FL 33437",(561) 733-5083,https://flmtc.com/boynton-beach-therapy/,4.9,151,26.4981901,-80.1464221,ChIJAx3kmwMh2YgRg9IDGK9AeJs
Speech Language & More,"9819 S Military Trl Suite D, Boynton Beach, FL 33436",(561) 200-4343,http://www.slmspeech.com/,5,11,26.531439199999998,-80.12421169999999,ChIJy0oTyXoh2YgRINtTd-d6Rv4
"B's SPEECH THERAPY SERVICES, LLC",,(954) 408-3949,http://bspeech.co/,5,13,26.1561484,-80.4482804,ChIJNYnWhd7bDgYRGAnV1SZxaTE
"Robin Best, CCC PA Speech Language Pathologist","11099 Lynwood Palm Way, Palm Beach Gardens, FL 33412",(954) 629-1521,http://www.rbestspeechtherapy.com/,5,5,26.792317699999998,-80.2157048,ChIJu8Cwm8Ea2YgRGIHr77-vlhc
Bridging the Pieces Therapy LLC,"300 Prosperity Farms Rd STE D, North Palm Beach, FL 33408",(561) 247-0289,http://www.bridgingthepieces.com/,5,12,26.8088421,-80.0733164,ChIJW2NXTzPV2IgRNBq8UKsiPY4
CAP Speech Therapy,"2805 E Oakland Park Blvd Suite #108, Fort Lauderdale, FL 33306",(786) 571-5322,https://www.capspeech.com/,5,13,26.1677781,-80.1083317,ChIJKeTF-lIB2YgRxKMB2w5TVWc
The Therapy Hive,"1700 NW 64th St suite 700, Fort Lauderdale, FL 33309",(954) 588-6096,http://speak2metherapy.com/,5,1,26.205070199999998,-80.1663992,ChIJBV4aTu4a6a0RXRMuWqasW9Q
Innovative Therapy Services,"100 SE 3rd Ave f10, Fort Lauderdale, FL 33394",(954) 417-3792,http://www.innovativetherapysvcs.com/,5,2,26.1218436,-80.1397161,ChIJdwbGDqEB2YgRJw8-lG3zaIY
Happy Play Therapy,"6191 Orange Dr 6167 (1st Floor, Davie, FL 33314",(954) 800-4078,https://www.happyplaytherapy.com/,5,34,26.066341599999998,-80.2299094,ChIJn1yQDByp2YgRCEdItONmfPo
Darlene Gray MS CCC/SLP,"20 SE 20th St, Fort Lauderdale, FL 33316",(917) 400-7586,https://www.darlenegrayslp.com/,5,4,26.0962812,-80.1403078,ChIJOXVda3sB2YgR_7ggH35jnCQ
Breakthrough Pediatric Speech-Language & Occupational Therapy Services - ASD Clinic Davie,"12545 Orange Dr #502, 503, Davie, FL 33330",(954) 474-8048,https://www.breakthroughtherapyservices.com/,4.6,44,26.0664393,-80.3172001,ChIJo9BbDKGn2YgRs1tQNNV7ntQ
First Kid's PPEC,"5547 W Oakland Park Blvd, Lauderhill, FL 33319",(866) 635-7732,http://fkppec.com/,4.9,52,26.1658583,-80.2246052,ChIJkx4TnKwH2YgRMMWovpTzZHQ
"Glory to God Care, PPEC Fort Lauderdale","3625 W Broward Blvd, Fort Lauderdale, FL 33312",(305) 200-5073,https://glorytogodppec.com/,5,29,26.1216525,-80.19694129999999,ChIJ3fYUvrMH2YgRCmoOBSyZwqw
"Play and Learn Therapy, Inc.","840 E Oakland Park Blvd Suite 112, Oakland Park, FL 33334",(954) 766-4621,http://www.playandlearntherapy.com/,5,9,26.1659902,-80.1352209,ChIJZ-4xFIUB2YgRRJ2rWImPu8U
speechpathconnections,"4300 N University Dr SUITE F101, Lauderhill, FL 33351",(754) 755-7220,https://speechpathconnections.com/,5,45,26.178323199999998,-80.2505584,ChIJ-wEfRZAH2YgRhDlJt3tOu6U
Adults to Pediatrics Therapy,"14201 W Sunrise Blvd STE 107, Sunrise, FL 33323",(954) 756-2818,http://www.adultstopediatrics.com/,4.6,25,26.1464581,-80.3345648,ChIJC7biTwUJ2YgR0HB32x8wPzc
Walkie Talkie Therapy Group,,(954) 408-8281,http://www.walkietalkiegroup.com/,5,26,26.0561786,-80.2687279,ChIJGyoZ4Uqp2YgRurJDiy1BSa8
"Hearing, Speech & Language Therapy LLC","2699 Stirling Rd, Hollywood, FL 33312",(954) 338-5944,https://hearingrehab.clientsecure.me/,5,2,26.048656599999997,-80.1756055,ChIJTWg1Zcir2YgRYZeDYmNHXss
Dedicated Pediatric Therapy,"261 N University Dr Suite 500-26, Plantation, FL 33324",(207) 592-6617,http://dedicatedpediatrictherapy.com/,4.6,20,26.123461,-80.257328,ChIJtepTdlEB2YgR2HLpZTum6os
Habla Conmigo Speech Therapy Services,"4300 N University Dr B102 Suite B102, Lauderhill, FL 33351",(954) 533-2226,,4,12,26.178323199999998,-80.2505584,ChIJvUN9FRIF2YgRtE1NUUKYUi0
BI-COUNTY SPEECH LANGUAGE PATHOLOGY INC,"4301 S Flamingo Rd # 101, Davie, FL 33330",(954) 312-3449 ext. 200,http://bicountyslp.com/,4.2,107,26.066358899999997,-80.3147109,ChIJ-zpx4qyn2YgRaCUl3oIhFXc
Dr. Physio Therapy & Wellness,"4324 N Federal Hwy, Fort Lauderdale, FL 33308",(954) 369-5787,https://doctorphysiotw.com/,5,107,26.1811385,-80.11916579999999,ChIJy8LPgHcD2YgRpKUrM1sePqk
Speech Therapy FL,,(954) 649-4111,http://www.speechtherapyfl.com/,5,1,26.224044499999998,-80.2463156,ChIJw8iq2zgD2YgRRegqHSWnGzo
"Lower Keys Medical Center Physical, Occupational, Speech Therapy","Depoo Campus, 1200 Kennedy Dr, Key West, FL 33040",(305) 292-5872,https://www.lkmc.com/rehab-services?utm_source=gmb&utm_medium=homepage&utm_campaign=biz-listings,5,2,24.564228,-81.7675509,ChIJqxov2SSx0YgREKv0yuCPRoQ
Speech is Key LLC,,(305) 912-5868,http://speechiskeyllc.com/,5,3,24.631511,-82.1015575,ChIJgTsWutjoVA8RQKEYDX9mfJ0
Baskett Andrea,"3718F N Roosevelt Blvd, Key West, FL 33040",(305) 294-1089,,,,24.5718292,-81.75628139999999,ChIJ0cPz_Gex0YgRGVJ7F8WiTjE
Bilingual Key Therapy,"1631 St Lucie W Blvd STE 208, Port St. Lucie, FL 34986",(772) 672-0897,http://www.bilingualkeytherapy.com/,4.9,32,27.3134105,-80.39863,ChIJyQJzWFLq3ogRcWSCc4ce-Dc
Select Physical Therapy - Key West,"3156 Northside Dr, Key West, FL 33040",(305) 292-1805,https://www.selectphysicaltherapy.com/contact/find-a-location/fl/key-west/key-west/?ty=xt,4.9,184,24.567142999999998,-81.7670002,ChIJtztE5kWx0YgRJt0q5GwL9o0
"Roseanne M. Finigan, CLT","3156 Northside Dr, Key West, FL 33040",(305) 292-1805,,,,24.567011299999997,-81.7666024,ChIJtztE5kWx0YgRrvq3ltsKKWA
Clever Kids Therapy Center,"1 Bowen Dr Ste. 1, Key Largo, FL 33037",(305) 704-0313,https://www.cleverkidstherapy.com/,5,18,25.1529825,-80.3901771,ChIJjz6nRRNp14gRmqfmldOYILA
My Voice Speech Therapy Inc.,,(813) 642-6828,https://myvoicemylife.org/,5,29,25.1674127,-80.40078299999999,ChIJ9zkptJVJf2cRrD979b0nZXw
Island Voice Therapy,,(305) 942-1762,https://islandvoicetherapy.com/,,,24.569193499999997,-81.77363179999999,ChIJZylIwnZuhgMRr6jjtwUhrdY
Island Voice Therapy,,(305) 942-1762,https://www.islandvoicetherapy.com/,,,24.6171315,-81.66166539999999,ChIJORjRrPAJAmERLbLsoeQ8rrQ
