name,phone,website,email,address,city,state,zip,source_state,latitude,longitude
Rachel Maher,(410) 465-1352,https://www.linwoodcenter.org/,admin@linwoodcenter.org,3421 Martha Bush Drive Ellicott City,Ellicott City,MD,,ALL_STATES,39.2766546,-76.8015413
Sara Kuperstein,(301) 469-0223,http://www.ivymountschool.org/,,11614 Seven Locks Road Rockville,Rockville,MD,20854,ALL_STATES,39.0462648,-77.16241780000001
"Snowflakes ABA, LLC",14437669422,http://www.snowflakesaba.com/,info@snowflakesaba.com,10015 Old Columbia Rd b 215,,MD,21046,ALL_STATES,39.1734966,-76.8583127
Sparks ABA,12402973550,https://www.sparksaba.com/?utm_source=gmb&utm_medium=local&utm_campaign=landover,,8200 Professional Pl #114,,MD,20785,ALL_STATES,38.9505398,-76.86422
Stacey McIntyre,(301) 469-0223,http://www.ivymountschool.org/,,11614 Seven Locks Road Rockville,Rockville,MD,20854,ALL_STATES,39.0462648,-77.16241780000001
Tamara A. Parker,(301) 755-4021,https://autastictherapy.com/,info@autastictherapy.com,6911 Laurel - Bowie Rd Suite 309,,MD,20715,ALL_STATES,38.9857676,-76.75696219999999
The Learning Tree ABA,14102059493,https://www.thelearningtreeaba.com/,Hello@TheLearningTreeABA.com,2501 Smith Ave,,MD,21209,ALL_STATES,39.3746669,-76.6827407
Trellis ABA Services,14433307900,https://trellisservices.com/,info@trellisservices.com,14550 York Rd a,,MD,21152,ALL_STATES,39.5233931,-76.6447688
Trellis ABA Services,14433307900,https://trellisservices.com/,info@trellisservices.com,7939 Honeygo Blvd #127,,MD,21236,ALL_STATES,39.3721887,-76.4723664
Verbal Beginnings,18559106147,https://www.verbalbeginnings.com/,begin@verbalbeginnings.com,7090 Samuel Morse Dr Suite 100- 300,Columbia,MD,21046,ALL_STATES,39.1686689,-76.8135544
You First Health Systems,(301) 329-0177,https://www.youfirsthealthsystems.com/,,4325 Forbes Blvd,Lanham,MD,20706,ALL_STATES,38.9492794,-76.8303808
Applied Behavior Analysis,(207) 408-2701,http://www.abcreal.com/Company/Who-We-Are,maine@appliedbehavior.com,39 Mechanic St. Suite 400 Westbrook,Westbrook,ME,04092,ALL_STATES,43.67577989999999,-70.3694537
Heartleaf ABA,12075731000,https://heartleafaba.com/,intake@heartlafaba.com,396 Griffin Rd Suite 106,,ME,04401,ALL_STATES,44.8169002,-68.81606719999999
"ABA Connections of Central Michigan, LLC",19898392290,https://abaconnections.org/,contact@abaconnections.org,3301 Ridgecrest Dr,,MI,48642,ALL_STATES,43.61735119999999,-84.18678249999999
ABA Insight,(734) 252-6522,,,100 N. Staebler Rd,,MI,,ALL_STATES,42.29319659999999,-83.8566627
ABA Insight,(734) 252-6522,,,15384 South Dixie Highway,,MI,,ALL_STATES,41.8985618,-83.41208970000001
ABA Insight,(734) 252-6522,,,6520 Mercantile Way,,MI,,ALL_STATES,42.664203,-84.536706
ABA Insight Autism Services,17342526522,https://www.abainsight.net/,office@abainsight.net,100 N Staebler Rd b,,MI,48103,ALL_STATES,42.2925925,-83.85728970000001
ABA Insight Autism Services - Lansing,1517708857617342526522,https://www.abainsight.net/,office@abainsight.net,6520 Mercantile Way #5,,MI,48916,ALL_STATES,42.664209,-84.5367095
"ABA Pathways, LLC",15172580052,https://www.abaways.com/,office@abaways.com,4000 W Michigan Ave,,MI,48917,ALL_STATES,42.7342877,-84.6043733
Advance ABA Care,(517) 245-4777,https://advanceabacare.com/,admin@advanceabacare.com,11479 Highland Rd,,MI,48353,ALL_STATES,42.6364899,-83.73051799999999
Allison Greening,(734) 487-2890,http://www.emich.edu/acc/,autismcenter@emich.edu,1055 Cornell Rd Ypsilanti,Ypsilanti,MI,48197,ALL_STATES,42.2540386,-83.6348629
ASHLEY DEBROT,16169357606,http://theshorelinecenter.com/,Ashley.DeBrot@theshorelinecenter.com,16925 Ability Wy,,MI,49417,ALL_STATES,43.0417749,-86.2081096
Autism of America,12485793119,https://www.autismofamerica.com/,info@autismofamerica.com,29566 Northwestern Hwy Ste. 100,,MI,48034,ALL_STATES,42.5059949,-83.31596119999999
Autism Systems,(989) 401-2244,,,9001 Miller Rd,,MI,,ALL_STATES,42.9563516,-83.8507991
Autism Systems,(989) 401-2244,,,28241 Mound Rd,,MI,,ALL_STATES,42.5012013,-83.0481203
Autism Systems,(989) 401-2244,,,3245 Keewahdin Rd.,,MI,,ALL_STATES,43.03894680000001,-82.4660893
Autism Systems,(989) 401-2244,,,6200 State St.,,MI,,ALL_STATES,45.4618434,-84.9923907
Autism Systems,(989) 401-2244,,,6296 Bridgeport,,MI,,ALL_STATES,43.3583779,-83.8806659
Autism Systems,(989) 401-2244,,,195 Huron Blvd,,MI,,ALL_STATES,42.9113623,-82.480828
Autism Systems,(989) 401-2244,,,400 S. State St.,,MI,,ALL_STATES,42.8046183,-86.0195712
Autism Systems,(989) 401-2244,,,439 S. Parker Rd.,,MI,,ALL_STATES,42.2811832,-83.8975171
Autism Systems,(989) 401-2244,,,5039 Villa Linde Parkway,,MI,,ALL_STATES,43.0143984,-83.7747622
Behavior Frontiers Autism Treatment Center,12485991582,https://www.behaviorfrontiers.com/detroit-mi/,info@behaviorfrontiers.com,7375 Woodward Ave Suite 2800,,MI,48202,ALL_STATES,42.3710005,-83.07430649999999
BF Autism Center,(989) 315-4414,https://www.bftherapyservices.com,bmessing@bftherapyservices.com,138 Harrow Ln # 3,,MI,48638,ALL_STATES,43.414343,-84.02701689999999
Bright Behavior Therapy,13136947700,http://mybrighttherapy.com/,support@mybrighttherapy.com,23500 Park St #3b,,MI,48124,ALL_STATES,42.2990475,-83.26504609999999
Budding Behavior Therapy,12484506500,https://www.proudmomentsaba.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=southfield,info@proudmomentsaba.com,23800 W 10 Mile Rd Suite 105,,MI,48033,ALL_STATES,42.4726604,-83.2773813
Carrissa Rondeau,,https://autismallianceofmichigan.org/,info@aaomi.org,26500 American Dr. Southfield,Southfield,MI,48034,ALL_STATES,42.4880587,-83.30095969999999
Centria Autism,18557728847,https://www.centriahealthcare.com/mi/saint-joseph/211-hilltop-rd-suite-101-w-centria-autism?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,,211 Hilltop Rd Suite W-101,St. Joseph,MI,49085,ALL_STATES,42.080264,-86.49952520000001
Centria Autism ABA Therapy Center,18557728847,https://www.centriahealthcare.com/,info@centriahealthcare.com,27777 Inkster Rd SUIT 100,,MI,48334,ALL_STATES,42.4917903,-83.32293299999999
Centria Healthcare,(855) 772-8847,,,41521 W. 11 Mile Rd,,MI,,ALL_STATES,42.480988,-83.4577892
Centria Healthcare,(855) 772-8847,,,27777 Inkster Rd,,MI,,ALL_STATES,42.4917879,-83.3230462
Centria Healthcare,(855) 772-8847,,,15 South Maple St,,MI,,ALL_STATES,42.2061246,-86.16828869999999
Centria Healthcare,(855) 772-8847,,,1418 E Michigan Ave,,MI,,ALL_STATES,42.2512834,-84.3865416
Centria Healthcare,(855) 772-8847,,,906 Centennial Way,,MI,,ALL_STATES,42.724165,-84.647024
Centria Healthcare,(855) 772-8847,,,2480 W Campus Dr,,MI,,ALL_STATES,43.5788245,-84.7761056
Centria Healthcare,(855) 772-8847,,,3995 Fashion Sq Blvd,,MI,,ALL_STATES,43.464787,-83.97045490000001
Centria Healthcare,(855) 772-8847,,,22601 Allen Rd,,MI,,ALL_STATES,42.1436218,-83.2254245
Centria Healthcare,(855) 772-8847,,,2560 I-75 Business Spur,,MI,,ALL_STATES,46.4771476,-84.35571829999999
Centria Healthcare,(855) 772-8847,,,211 Hilltop Rd,,MI,,ALL_STATES,42.0803176,-86.49947019999999
Centria Healthcare,(855) 772-8847,,,9280 Pelham Rd,,MI,,ALL_STATES,42.24158550000001,-83.2325201
Centria Healthcare,(855) 772-8847,,,318 River Ridge,,MI,,ALL_STATES,43.0184964,-85.6774437
Centria Healthcare,(855) 772-8847,,,4345 Meigs St,,MI,,ALL_STATES,42.0582917,-83.3867036
Centria Healthcare,(855) 772-8847,,,37650 Garfield Rd,,MI,,ALL_STATES,42.5736944,-82.9506123
Centria Healthcare,(855) 772-8847,,,648 Progress St,,MI,,ALL_STATES,44.2663531,-84.24259409999999
Centria Healthcare,(855) 772-8847,,,625 Kenmoor Ave SE,,MI,,ALL_STATES,42.9530854,-85.56740119999999
Centria Healthcare,(855) 772-8847,,,2300 Genoa Business Park Dr,,MI,,ALL_STATES,42.5690233,-83.8063157
Centria Healthcare,(855) 772-8847,,,4211 Division Ave NE,,MI,,ALL_STATES,43.2370272,-85.6720196
Centria Healthcare,(855) 772-8847,,,3001 S. Gulley Rd,,MI,,ALL_STATES,42.289325,-83.28436970000001
Centria Healthcare,(855) 772-8847,,,32813 Middlebelt Rd,,MI,,ALL_STATES,42.52688,-83.34152
Centria Healthcare,(855) 772-8847,,,1575 44th St SW,,MI,,ALL_STATES,42.8849442,-85.7037422
Centria Healthcare,(855) 772-8847,,,221 N State St,,MI,,ALL_STATES,44.4223462,-83.3310377
Centria Healthcare,(855) 772-8847,,,3941 Traxler Ct,,MI,,ALL_STATES,43.6257593,-83.9336852
Children's Therapy Corner,(231) 929-2354,https://childrenstherapycorner.com,info@thelittlemittens.com,1810 Chartwell Dr,,MI,49696,ALL_STATES,44.7129331,-85.5433743
Chitter Chatter P.C.,(313) 689-5188,,,1360 Porter St,,MI,,ALL_STATES,42.3029404,-83.24174889999999
Chitter Chatter P.C.,(313) 689-5188,,,2086 South Custer Road,,MI,,ALL_STATES,41.9221181,-83.4294453
Chitter Chatter P.C.,(313) 689-5188,,,15001 Michigan Ave.,,MI,,ALL_STATES,42.3178868,-83.1894906
Chris King,(734) 487-2890,http://www.emich.edu/acc/,autismcenter@emich.edu,1055 Cornell Rd Ypsilanti,Ypsilanti,MI,48197,ALL_STATES,42.2540386,-83.6348629
Christina Cathelyn,16169357606,http://theshorelinecenter.com/,christina.cathelyn@theshorelinecenter.com,16925 Ability Wy,,MI,49417,ALL_STATES,43.0417749,-86.2081096
Creating Brighter Futures,(734) 926-0740,,,4201 Varsity Drive,,MI,,ALL_STATES,42.2244775,-83.72557429999999
Early Autism Services,17345456335,https://earlyautismservices.com/,"""Info@earlyautismservices.com hiring@earlyautismservices.com""",38219 Mound Rd #102,Sterling Heights,MI,48313,ALL_STATES,42.5737603,-83.0507415
Ebb & Flow ABA Therapy,18104290248,https://www.ebbandflowaba.com/,taylor@ebbandflowaba.com,2084 W Thompson Rd #500,,MI,48430,ALL_STATES,42.8646425,-83.7127555
Emagine Health Services,888,,,8904 Woodward Avenue,,MI,,ALL_STATES,42.3816378,-83.08005089999999
Emily Morris,(248) 238-9772,http://www.sparkcenterforautism.com/,info@sparkcenterforautism.com,16801 Newburgh Road,Detroit,MI,,ALL_STATES,42.4087834,-83.4139997
Emily S.,(248) 599-2370,https://www.littlemittensautismcenter.com/,info@thelittlemittens.com,Oakland,Wixom,MI,,ALL_STATES,42.5247555,-83.5363268
Encompass Therapy Center,(989) 324-2012,https://www.encompasstherapycenter.com,,3710 Katalin Ct,,MI,48706,ALL_STATES,43.6223428,-83.90577329999999
Encompass Therapy Center,(989) 324-8924,,,3710 Katalin Ct.,,MI,,ALL_STATES,43.6223428,-83.90577329999999
Finni Health - Central Michigan,(989) 303-9051,https://www.finnihealth.com/,lexie@finnihealth.com,Breckenridge,,MI,48615,ALL_STATES,43.4080849,-84.4749978
Functional Kids Therapy Center,16165362211,https://www.functionalkidstherapy.info/,""" functionalkidstherapyllc@gmail.com""",9809 Cherry Valley Ave SE # D,,MI,49316,ALL_STATES,42.7864476,-85.5075014
Game Changer Therapy Services,19898600846,https://gamechangertherapy.com/,Scotts@gamechangertherapy.com,4860 Shattuck Rd,,MI,48603,ALL_STATES,43.4516933,-84.0122457
Healing Haven Behavioral Health & Autism Therapy Services,12489653916,https://thehealinghaven.net/,info@thehealinghaven.net,30821 Barrington St,,MI,48071,ALL_STATES,42.5191157,-83.1117255
Healing Haven Behavioral Health and Autism Therapy Services,12489653916,https://thehealinghaven.net/,info@thehealinghaven.net,30821 Barrington St,,MI,48071,ALL_STATES,42.5191157,-83.1117255
Heart 2 Heart Autism Center,(269) 535-9183,https://h2hautismcenter.org,Heart2HeartRespite@gmail.com,306 S Lincoln Ave,,MI,49093,ALL_STATES,41.9397285,-85.6396733
Helping Hand Autism Services,(810) 321-3001,,,8285 S. Saginaw,,MI,,ALL_STATES,42.908792,-83.603346
Hope Discovery ABA Services LLC,16169704172,,,201 Royal Park Dr,,MI,49464,ALL_STATES,42.80402,-86.02337399999999
Inspire Autism,18444277700,https://www.inspireautism.com/,info@inspireautism.com,39525 W 14 Mile Rd #100,,MI,48377,ALL_STATES,42.5263259,-83.44013939999999
Integrative Pediatric Therapy,17347207694,https://www.integped.com/,info@integped.com,19117 Allen Rd b,,MI,48183,ALL_STATES,42.1680631,-83.2263006
Invo Healthcare,(215) 489-8760,,,43334 West Seven Mile Road,,MI,,ALL_STATES,42.4248365,-83.47260709999999
Ivy Rehab for Kids - ABA Therapy,17346808787,https://www.ivyrehab.com/,info@ivyrehab.com,44560 Ford Rd b,,MI,48187,ALL_STATES,42.3237533,-83.48064959999999
Ivy Rehab for Kids - ABA Therapy,15173764831,https://www.ivyrehab.com/location/howell-aba/,info@ivyrehab.com,138 W Highland Rd #600,,MI,48855,ALL_STATES,42.6240608,-83.92922620000002
Ivy Rehab for Kids - ABA Therapy,17349852355,https://www.ivyrehab.com/location/dexter-mi-aba/,info@ivyrehab.com,7007 Dexter Ann Arbor Rd b,,MI,48130,ALL_STATES,42.324996,-83.87092969999999
Ivy Rehab for Kids - ABA Therapy,17344494649,https://www.ivyrehab.com/location/brighton-aba/,info@ivyrehab.com,8544 W Grand River Ave,,MI,48116,ALL_STATES,42.5420795,-83.7890762
Ivy Rehab for Kids - ABA Therapy,(248) 714-8445,https://www.ivyrehab.com/location/hartland-aba/,info@ivyrehab.com,12319 Highland Rd # 301,,MI,48353,ALL_STATES,42.635828,-83.7116228
Ivy Rehab for Kids - ABA Therapy,12313542588,https://www.ivyrehab.com/location/muskegon-mi-aba/,info@ivyrehab.com,1910 E Apple Ave f,,MI,49442,ALL_STATES,43.2348122,-86.1971762
Ivy Rehab for Kids - ABA Therapy,15173121710,https://www.ivyrehab.com/location/adrian-mi-aba/,info@ivyrehab.com,1424 S Main St Suite 3,,MI,49221,ALL_STATES,41.8753591,-84.0441223
Ivy Rehab for Kids - ABA Therapy,12488452222,https://www.ivyrehab.com/location/commerce-township-mi-aba/,info@ivyrehab.com,2000 Oakley Park Rd 101 b,,MI,48390,ALL_STATES,42.5697619,-83.45218360000001
Ivy Rehab for Kids - ABA Therapy,15175075556,https://www.ivyrehab.com/location/tecumseh-mi-aba/,info@ivyrehab.com,1434 W Chicago Blvd b,,MI,49286,ALL_STATES,42.0053002,-83.9675232
Ivy Rehab for Kids - ABA Therapy,17348644888,https://www.ivyrehab.com/location/taylor-mi-aba/,info@ivyrehab.com,11488 Telegraph Rd,,MI,48180,ALL_STATES,42.2233195,-83.2709625
Ivy Rehab for Kids - ABA Therapy,15175075565,https://www.ivyrehab.com/location/dewitt-mi-aba/,info@ivyrehab.com,1161 E Clark Rd 360 b,,MI,48820,ALL_STATES,42.8148165,-84.53991099999999
Jessica Bontumasi,(810) 321-3001,,jessica.bontumasi@yahoo.com,Grand Blanc,Grand Blanc,MI,,ALL_STATES,42.9275277,-83.6299518
Kaufman Children's Center,(248) 737-3430,,,6625 Daly Rd,,MI,,ALL_STATES,42.5411996,-83.3638409
"Key Steps ABA Therapy, LLC",12485610130,https://www.keystepsaba.com/,info@KeyStepsABA.com,1779 W Big Beaver Rd,,MI,48084,ALL_STATES,42.5607278,-83.1723884
Kourtney Bakalyar,(269) 387-1000,http://wmich.edu/autism/wmukac,,Kalamazoo MI 49008-5200 USA,Kalamazoo,MI,49008,ALL_STATES,42.2609411,-85.612648
Krista DiPaola,(248) 238-9772,http://www.sparkcenterforautism.com/,info@sparkcenterforautism.com,16801 Newburgh Road,Detroit,MI,,ALL_STATES,42.4087834,-83.4139997
Kristin Adams,16169357606,http://theshorelinecenter.com/,kristin.adams@theshorelinecenter.com,16925 Ability Wy,,MI,49417,ALL_STATES,43.0417749,-86.2081096
Laugh and Learn Autism Therapy,18105457230,https://www.welaughandlearn.com/,info@welaughandlearn.com,5400 Gateway Centre Blvd e,,MI,48507,ALL_STATES,42.946288,-83.7217024
Laura Plassey,(248) 238-9772,http://www.sparkcenterforautism.com/,info@sparkcenterforautism.com,16801 Newburgh Road,Detroit,MI,,ALL_STATES,42.4087834,-83.4139997
LINDSAY SMITH,16169357606,http://theshorelinecenter.com/,Lindsay.Davis@theshorelinecenter.com,16925 Ability Wy,,MI,49417,ALL_STATES,43.0417749,-86.2081096
Livonia,(248) 238-9772,http://www.sparkcenterforautism.com/,info@sparkcenterforautism.com,16801 Newburgh Road,Detroit,MI,,ALL_STATES,42.4087834,-83.4139997
Megan Pawson,(517) 507-5556,https://www.ivyrehab.com/location/tecumseh-mi-aba/,megan.pawson@ivyrehab.com,1434 W Chicago Blvd,Tecumseh,MI,,ALL_STATES,42.0053002,-83.9675232
Mercy Plus Autism Services,(866) 498-3909,https://mercypluscare.com/,info@mercypluscare.com,3727 Deep River Rd,,MI,48658,ALL_STATES,43.9762073,-83.9860784
"MetroEHS Pediatric Therapy – Speech, Occupational & ABA Centers",(313) 278-4601,https://www.metroehs.com/locations/plymouth-therapy-center/?utm_source=Google+&utm_medium=Organic&utm_campaign=google_business_profile&utm_content=Plymouth,Info@MetroEHS.com,14496 Sheldon Rd #200,,MI,48170,ALL_STATES,42.3873031,-83.477209
Michigan Learning Community,(734) 263-9369,,,1349 S Huron St,,MI,,ALL_STATES,42.2227742,-83.6165372
Michigan Learning Community,(734) 263-9369,,,4348 E Grand River,,MI,,ALL_STATES,42.5840244,-83.8680864
Michigan Learning Community,(734) 263-9369,,,25820 Orchard Lake Rd,,MI,,ALL_STATES,42.48364309999999,-83.3562692
Milestones Autism Center,(586) 945-4449,https://www.milestonesautismcenter.com,rcurrie@milestonesautismcenter.com,216 N Bailey St d,,MI,48065,ALL_STATES,42.8031959,-83.01164659999999
Mosaic Learning Centers,(269) 615-8674,,,4625 Beckley Road Building 100,,MI,,ALL_STATES,42.262034,-85.206901
Mosaic Learning Centers,(269) 615-8674,,,9880 E. Michigan Avenue,,MI,,ALL_STATES,42.2881234,-85.436337
Mosaic Learning Centers,(269) 615-8674,,,6275 N. 32nd St.,,MI,,ALL_STATES,42.3512273,-85.4557007
North Arrow ABA,12312680007,https://www.northarrowaba.com/,info@northarrowaba.com,"""10781 East Cherry Bend Road",,MI,49684,ALL_STATES,44.7938323,-85.63810749999999
Piece By Piece Autism Therapy,(810) 625-3250,,,6129 Old State Road,,MI,,ALL_STATES,43.2111583,-83.2012153
Rebound Home and Community Therapy,(877) 654-4144,,,2211 E. Beltline NE,,MI,,ALL_STATES,43.0029744,-85.5917381
Reena Naami,(248) 238-9772,http://www.sparkcenterforautism.com/,info@sparkcenterforautism.com,16801 Newburgh Road,Detroit,MI,,ALL_STATES,42.4087834,-83.4139997
Ripple Effects Autism Learning Center,(269) 241-2700,https://www.rippleeffectsalc.com/,lauren@rippleeffectsalc.com,666 E Main St b,,MI,49032,ALL_STATES,41.9218036,-85.5125396
Sara Reterstoff,16169357606,http://theshorelinecenter.com/,sara.reterstoff@theshorelinecenter.com,16925 Ability Wy,,MI,49417,ALL_STATES,43.0417749,-86.2081096
Sarah Vuyk-McGee,(734) 487-2890,http://www.emich.edu/acc/,autismcenter@emich.edu,1055 Cornell Rd Ypsilanti,Ypsilanti,MI,48197,ALL_STATES,42.2540386,-83.6348629
SOAR Autism Center,(248) 599-9669,https://www.soarautism.com,djoseph@soarautism.com,4934 Highland Rd,,MI,48328,ALL_STATES,42.66002599999999,-83.38442640000001
Spark Center for Autism,(248) 238-9772,,,24555 Hallwood Court,,MI,,ALL_STATES,42.4723249,-83.4189483
Spark Center for Autism,(248) 238-9772,,,24125 Drake road,,MI,,ALL_STATES,42.4677077,-83.3978226
Strident Healthcare - ABA Therapy,12485500333,https://www.stridenthealthcare.com/,info@stridenthealthcare.com,28116 Orchard Lake Rd,,MI,48334,ALL_STATES,42.50223769999999,-83.35782859999999
Strive Center for Autism,(810) 229-4334,,,10031 Spencer Rd,,MI,,ALL_STATES,42.537486,-83.75300899999999
Strive Center for Autism,(810) 229-4334,,,G4476 S Dort Hwy,,MI,,ALL_STATES,42.9642101,-83.6526004
Strive Center For Autism Brighton,18103448082,https://www.sc-centers.com/,,10031 Spencer Rd,,MI,48114,ALL_STATES,42.537486,-83.75300899999999
Success on the Spectrum,(346) 217-8328,,,43211 Dalcoma Dr,,MI,,ALL_STATES,42.6144535,-82.9634051
The Center for Therapeutic Learning and Communication,15864214062,https://www.centerfortlc.com/,info@centerfortlc.com,30330 Hickey Rd,,MI,48051,ALL_STATES,42.6965438,-82.8043213
The Growing Tree,15175133617,https://thegrowingtreejackson.com/,,818 Winifred St,Jackson,MI,49202,ALL_STATES,42.2577771,-84.4361646
Tom Hales,(616) 279-6414,https://appliedbehavioralscience.org/,halest@appliedbehavioralscience.org,1260 BUTH DR NE,Comstock Park,MI,49321,ALL_STATES,43.0670593,-85.6376818
Total Spectrum ABA,12483190993,https://totalspectrumcare.com/locations/livonia/?utm_source=gmb&utm_medium=local&utm_campaign=livonia,info@totalspectrumcare.com,29691 Six Mile Rd #100d,Livonia,MI,48152,ALL_STATES,42.4115096,-83.3382503
Training and Treatment Innovations,(248) 969-9932,,,1450 S Lapeer Rd,,MI,,ALL_STATES,42.8052455,-83.2495971
Training and Treatment Innovations,(248) 969-9932,,,1225 E Big Beaver Rd,,MI,,ALL_STATES,42.5638424,-83.12265409999999
Victoria Schmidt,(248) 238-9772,http://www.sparkcenterforautism.com/,info@sparkcenterforautism.com,16801 Newburgh Road,Detroit,MI,,ALL_STATES,42.4087834,-83.4139997
Waypoints,(616) 251-8162,,,,,MI,,ALL_STATES,44.3148443,-85.60236429999999
Waypoints,(616) 251-8162,,,421 Pioneer Trail,,MI,,ALL_STATES,43.231113,-85.5594828
Zelexa Autism Therapy,17344665150,https://www.facebook.com/ZelexaTherapy/,""" info@zelexa.com""",31229 Plymouth Rd,,MI,48150,ALL_STATES,42.3682336,-83.3514505
Accend Services,(763) 432-6875,https://accendservices.com/,,6900 78th Ave N Suite 101,Brooklyn Park,MN,55445,ALL_STATES,45.0957004,-93.3704188
Alexis Waldin,(952) 401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,10273 Yellow Circle Dr. Minnetonka,Minnetonka,MN,,ALL_STATES,44.8931183,-93.4122383
Allorie Audrey,(651) 415-6240,https://www.916schools.org/domain/333,aallorie@916schools.org,2735 County Road D,White Bear,MN,55110,ALL_STATES,45.036815,-92.9854615
Autism Matters,(763) 428-2478,https://www.autismmatters.net/,intake@autismmatters.net,14000 Northdale Blvd A,Plymouth,MN,55374,ALL_STATES,45.2081036,-93.5546167
"Autism Matters, Inc.",12184545181,https://www.autismmatters.net/,intake@autismmatters.net,14387 Edgewood Dr N,Baxter,MN,56425,ALL_STATES,46.3599685,-94.24682
Autism Services of Minnesota,(612) 405-3156,https://autismservicesmn.com/,info@autismservicesmn.com,14663 Mercantile Drive North,Hugo,MN,,ALL_STATES,45.162745,-93.0163762
Behavior Care Specialists,12182149950,https://www.behaviorcarespecialists.com/,"""contactus@behaviorcarespecialists.com """,735 3rd St SW,Perham,MN,56573,ALL_STATES,46.5962639,-95.58210799999999
Behavior Care Specialists,(320) 204-0023,https://www.behaviorcarespecialists.com/locations/st-cloud-mn/,bcsstcloud@behaviorcarespecialists.com,3721 23rd St S,St Cloud,MN,56301,ALL_STATES,45.5392373,-94.20758699999999
Behavior Frontiers,(612) 594-8405,https://www.behaviorfrontiers.com/minneapolis-mn,info@behaviorfrontiers.com,100 S 5th St 19th Floor,Minneapolis,MN,55402,ALL_STATES,44.9783839,-93.2686926
Behavior Frontiers,(612) 594-8405,https://www.behaviorfrontiers.com/minneapolis-mn,info@behaviorfrontiers.com,7760 France Ave S 11th Floor,Minneapolis,MN,55435,ALL_STATES,44.8610425,-93.3310755
Boyden Lee,(952) 737-6900,http://www.academyofwholelearning.org/,admissions@academyofwholelearning.org,3500 Williston Road,Minnetonka,MN,55345,ALL_STATES,44.94095979999999,-93.4677378
Bridgette Pumarlo,(952) 401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,10273 Yellow Circle Dr. Minnetonka,Minnetonka,MN,,ALL_STATES,44.8931183,-93.4122383
Caravel Autism Health,(218) 228-3296,https://clinics.caravelautism.com/caravel-autism-health-4c2170c61852?y_source=1_MzE0NzExMjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,info@caravelautism.com,1530 1st Ave N Suite 150,Moorhead,MN,56560,ALL_STATES,46.8763874,-96.754851
Caravel Autism Health,(507) 565-0150,https://clinics.caravelautism.com,info@caravelautism.com,1720 Bassett Dr,Mankato,MN,56001,ALL_STATES,44.1649135,-93.9595879
Caravel Autism Health,(218) 514-5230,https://clinics.caravelautism.com/caravel-autism-health-6691e7fce884?y_source=1_MzE0NzExMDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,info@caravelautism.com,4140 Richard Ave Suite 200 & 300,Hermantown,MN,55811,ALL_STATES,46.8091969,-92.1764678
Caravel Autism Health,(612) 509-1283,https://clinics.caravelautism.com/caravel-autism-health-190496480648?y_source=1_MzE0NzExMTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,info@caravelautism.com,10450 185th St W Suite 100,Lakeville,MN,55044,ALL_STATES,44.6808889,-93.2774391
Caravel Autism Health,15073533023,https://clinics.caravelautism.com/caravel-autism-health-44ea45d2fff0?y_source=1_MzE0NzExMzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,info@caravelautism.com,1470 Industrial Dr NW,Rochester,MN,55901,ALL_STATES,44.03808009999999,-92.5005582
Caravel Autism Health,(612) 261-1503,https://clinics.caravelautism.com/caravel-autism-health-19d588bc6c99?y_source=1_MzE0NzEwOTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,info@caravelautism.com,6300 W Old Shakopee Rd Site 102,Bloomington,MN,55438,ALL_STATES,44.8088183,-93.36400530000002
Caravel Autism Health,(612) 509-7113,https://clinics.caravelautism.com/caravel-autism-health-0bb7c6f529fb?y_source=1_MzE0NzEwODktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,info@caravelautism.com,3401 Round Lake Blvd NW,Anoka,MN,55303,ALL_STATES,45.21684399999999,-93.3582058
Chloe Goldstein,(952) 401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,10273 Yellow Circle Dr. Minnetonka,Minnetonka,MN,,ALL_STATES,44.8931183,-93.4122383
Christine Edwards,(952) 401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,10273 Yellow Circle Dr. Minnetonka,Minnetonka,MN,,ALL_STATES,44.8931183,-93.4122383
Comfort Autism Center,16516442440,https://comfortautism.com/,info@comfortautism.com,393 North Dunlap Street #LL34,St Paul,MN,55104,ALL_STATES,44.9529437,-93.15005029999999
Ellen Sahli,(952) 401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,10273 Yellow Circle Dr. Minnetonka,Minnetonka,MN,,ALL_STATES,44.8931183,-93.4122383
Ellyn McIsaac,(952) 401-9359,http://www.hollandcenter.com/,info@hollandcenter.com,10273 Yellow Circle Dr. Minnetonka,Minnetonka,MN,,ALL_STATES,44.8931183,-93.4122383
French Jenna,(651) 415-5473,https://www.916schools.org/domain/333,jfrench@916schools.org,2735 County Road D,White Bear,MN,55110,ALL_STATES,45.036815,-92.9854615
