name,place_id,url,website,email,phone,overview,full_address,street,city,state,zipcode,latitude,longitude,status,services,treatment_setting,ages_served,languages,insurance,rating,reviews,type,error_message
Bloom and Grow Speech Therapy,"9625 Tesson Ferry Rd, Affton, MO 63123",(314) 635-5400,http://bloomandgrowspeechtherapy.com/&opi=79508299&sa=U&ved=0ahUKEwjuxvegyJ-RAxUBElkFHb_8CU8Q61gIhQIoDQ&usg=AOvVaw2fp1g-MEn_9yS4If4P12AC,,314) 635-5400,Speech pathologist,"9625 Tesson Ferry Rd, Affton, MO 63123",9625 Tesson Ferry Rd,Affton,MO,63123,38.54484,-90.333392,🆕 Newly geocoded,,,,,,Bloom and Grow Speech Therapy,Speech pathologist,,
Therapy Unlimited,"4200 Merchant St #103, Columbia, MO 65203",(573) 777-8783,http://www.therapyu.org/&opi=79508299&sa=U&ved=0ahUKEwjuxvegyJ-RAxUBElkFHb_8CU8Q61gIoQIoDQ&usg=AOvVaw3m2eV8ET_seEtx6L8HmVI4,,573) 777-8783,Speech pathologist,"4200 Merchant St #103, Columbia, MO 65203",4200 Merchant St #103,Columbia,MO,65203,38.932285,-92.398249,🆕 Newly geocoded,,,,,,Therapy Unlimited,Speech pathologist,,
"Acorn Children's Therapy, LLC","456 N New Ballas Rd Suite 211, St. Louis, MO 63141",(314) 227-2124,https://acornchildrenstherapy.com/&opi=79508299&sa=U&ved=0ahUKEwjuxvegyJ-RAxUBElkFHb_8CU8Q61gIvQIoDQ&usg=AOvVaw3DJcy29mtbOsIYBtTfOZGl,,314) 227-2124,Speech pathologist,"456 N New Ballas Rd Suite 211, St. Louis, MO 63141",456 N New Ballas Rd Suite 211,St. Louis,MO,63141,38.665343,-90.44227,🆕 Newly geocoded,,,,,,"Acorn Children's Therapy, LLC",Speech pathologist,,
"Kelsey Sullins, Pediatric Speech Pathologist","78 Clarkson Wilson Center, Chesterfield, MO 63017",(636) 233-8754,https://www.yourvillagestl.com/pediatric-speech&opi=79508299&sa=U&ved=0ahUKEwjuxvegyJ-RAxUBElkFHb_8CU8Q61gI2QIoDQ&usg=AOvVaw0BrIRiWfwpJVifMyTHQCBF,,636) 233-8754,Speech pathologist,"78 Clarkson Wilson Center, Chesterfield, MO 63017",78 Clarkson Wilson Center,Chesterfield,MO,63017,38.627209,-90.579462,🆕 Newly geocoded,,,,,,"Kelsey Sullins, Pediatric Speech Pathologist",Speech pathologist,,
TheraCare,"2864 S Nettleton Ave, Springfield, MO 65807",(417) 890-4656,,,417) 890-4656,Speech pathologist,"2864 S Nettleton Ave, Springfield, MO 65807",2864 S Nettleton Ave,Springfield,MO,65807,37.161979,-93.311704,🆕 Newly geocoded,,,,,,TheraCare,Speech pathologist,,
The Speech Spot,"112 W Jefferson Ave Suite 132, Kirkwood, MO 63122",(314) 312-3268,http://www.thespeechspotstl.com/&opi=79508299&sa=U&ved=0ahUKEwjuxvegyJ-RAxUBElkFHb_8CU8Q61gIlQMoDQ&usg=AOvVaw2AomdHnx_bYCTYKCVx2I0X,,314) 312-3268,Speech pathologist,"112 W Jefferson Ave Suite 132, Kirkwood, MO 63122",112 W Jefferson Ave Suite 132,Kirkwood,MO,63122,38.58209,-90.406869,🆕 Newly geocoded,,,,,,The Speech Spot,Speech pathologist,,
Blue Stars Therapy,"567 North and South Rd, St. Louis, MO 63130",(314) 380-3088,http://www.bluestarstherapy.com/&opi=79508299&sa=U&ved=0ahUKEwjuxvegyJ-RAxUBElkFHb_8CU8Q61gItQMoDQ&usg=AOvVaw3DoWRE2WP2cc99Ol7uChgk,,314) 380-3088,Speech pathologist,"567 North and South Rd, St. Louis, MO 63130",567 North and South Rd,St. Louis,MO,63130,38.65914,-90.337881,🆕 Newly geocoded,,,,,,Blue Stars Therapy,Speech pathologist,,
"City Speech, Inc.","1750 S Brentwood Blvd # 801, Brentwood, MO 63144",(314) 704-5727,http://www.cityspeech.com/&opi=79508299&sa=U&ved=0ahUKEwjuxvegyJ-RAxUBElkFHb_8CU8Q61gI1QMoDQ&usg=AOvVaw3TIAbIAIKt4AgSwB5IwnK5,,314) 704-5727,Speech pathologist,"1750 S Brentwood Blvd # 801, Brentwood, MO 63144",1750 S Brentwood Blvd # 801,Brentwood,MO,63144,38.626102,-90.346251,🆕 Newly geocoded,,,,,,"City Speech, Inc.",Speech pathologist,,
ShowMe Therapy Services,"204 W 4th St, Washington, MO 63090",(636) 283-0211,http://showmespeech.com/&opi=79508299&sa=U&ved=0ahUKEwjuxvegyJ-RAxUBElkFHb_8CU8Q61gI8QMoDQ&usg=AOvVaw2zpfXqtbxaSjJrVyyYv6Dd,,636) 283-0211,Speech pathologist,"204 W 4th St, Washington, MO 63090",204 W 4th St,Washington,MO,63090,38.55805,-91.014607,🆕 Newly geocoded,,,,,,ShowMe Therapy Services,Speech pathologist,,
Feeding Friends Therapy Services,"1404 Triad Center Dr Suite A, St Peters, MO 63376",(314) 254-2188,https://myfeedingfriends.com/%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dgbp&opi=79508299&sa=U&ved=0ahUKEwjuxvegyJ-RAxUBElkFHb_8CU8Q61gIjQQoDQ&usg=AOvVaw264jVYvXFIp9UiKIJjyrDB,,314) 254-2188,Speech pathologist,"1404 Triad Center Dr Suite A, St Peters, MO 63376",1404 Triad Center Dr Suite A,St Peters,MO,63376,38.753912,-90.588405,🆕 Newly geocoded,,,,,,Feeding Friends Therapy Services,Speech pathologist,,
Crossroads Speech Therapy,"16650 E US Hwy 40, Independence, MO 64055",(847) 604-0027,https://www.crossroadsspeechtherapy.com/&opi=79508299&sa=U&ved=0ahUKEwjuxvegyJ-RAxUBElkFHb_8CU8Q61gIqQQoDQ&usg=AOvVaw1uiEWXqzD7vjz-DLocQgzy,,847) 604-0027,Speech pathologist,"16650 E US Hwy 40, Independence, MO 64055",16650 E US Hwy 40,Independence,MO,16650,39.035045,-94.384276,🆕 Newly geocoded,,,,,,Crossroads Speech Therapy,Speech pathologist,,
Elite Therapy & Wellness,"2137 William St, Cape Girardeau, MO 63703",(573) 803-3338,http://www.elitetherapywellness.com/&opi=79508299&sa=U&ved=0ahUKEwjuxvegyJ-RAxUBElkFHb_8CU8Q61gIwgQoDQ&usg=AOvVaw0JomsAzYKh5NiyOl7q4kfg,,573) 803-3338,Speech pathologist,"2137 William St, Cape Girardeau, MO 63703",2137 William St,Cape Girardeau,MO,63703,37.30219,-89.549458,🆕 Newly geocoded,,,,,,Elite Therapy & Wellness,Speech pathologist,,
"Oakland Myo and Wellness Institute, LLC","410 W University Dr, Rochester, MI 48307",(248) 266-5438,http://oaklandmyo.com/,,248) 266-5438,Speech pathologist,"410 W University Dr, Rochester, MI 48307",410 W University Dr,Rochester,MI,48307,42.682238,-83.137821,🆕 Newly geocoded,,,,,,"Oakland Myo and Wellness Institute, LLC",Speech pathologist,,
Ivy Rehab for Kids,"9444 Lapeer Rd, Davison, MI 48423",(810) 652-8650,https://ivyrehab.com/physical-therapy-location/davison-kids/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business,,810) 652-8650,Speech pathologist,"9444 Lapeer Rd, Davison, MI 48423",9444 Lapeer Rd,Davison,MI,48423,43.01309,-83.520508,🆕 Newly geocoded,,,,,,Ivy Rehab for Kids,Speech pathologist,,
Halpin and Associates Speech and Language Therapy,"50 Kirts Blvd Suite G, Troy, MI 48084",(248) 760-2121,http://www.startbrighttherapy.com/,,248) 760-2121,Speech pathologist,"50 Kirts Blvd Suite G, Troy, MI 48084",50 Kirts Blvd Suite G,Troy,MI,48084,42.557898,-83.148493,🆕 Newly geocoded,,,,,,Halpin and Associates Speech and Language Therapy,Speech pathologist,,
Oakland Speech and Language,"24 W Shadbolt St, Lake Orion, MI 48362",(248) 985-3742,http://www.oaklandspeechandlanguage.com/,,248) 985-3742,Speech pathologist,"24 W Shadbolt St, Lake Orion, MI 48362",24 W Shadbolt St,Lake Orion,MI,48362,42.78559,-83.24031,🆕 Newly geocoded,,,,,,Oakland Speech and Language,Speech pathologist,,
"Altruistic Therapy Services, LLC","124 S State Rd, Davison, MI 48423",(810) 886-1028,http://www.altruisticsls.com/,,810) 886-1028,Speech pathologist,"124 S State Rd, Davison, MI 48423",124 S State Rd,Davison,MI,48423,43.029404,-83.51833,🆕 Newly geocoded,,,,,,"Altruistic Therapy Services, LLC",Speech pathologist,,
Thrive Therapy Center,"9100 Lapeer Rd Suite C, Davison, MI 48423",(810) 412-4183,https://thrive-therapycenters.com/,,810) 412-4183,Speech pathologist,"9100 Lapeer Rd Suite C, Davison, MI 48423",9100 Lapeer Rd Suite C,Davison,MI,48423,43.011868,-83.532834,🆕 Newly geocoded,,,,,,Thrive Therapy Center,Speech pathologist,,
"Small Talk Center for Speech, Language, and Occupational Therapy","31815 Southfield Rd Suite 15, Beverly Hills, MI 48025",(248) 885-8240,http://smalltalkmi.com/,,248) 885-8240,Speech pathologist,"31815 Southfield Rd Suite 15, Beverly Hills, MI 48025",31815 Southfield Rd Suite 15,Beverly Hills,MI,31815,42.523289,-83.224301,🆕 Newly geocoded,,,,,,"Small Talk Center for Speech, Language, and Occupational Therapy",Speech pathologist,,
Corewell Health Beaumont Troy Hospital Speech Therapy - Sterling Heights,"44300 Dequindre Rd, Sterling Heights, MI 48314",(248) 964-0700,https://www.beaumont.org/locations/speech-therapy-sterling-heights?utm_source=GoogleBusiness&utm_content=Homepage,,248) 964-0700,Speech pathologist,"44300 Dequindre Rd, Sterling Heights, MI 48314",44300 Dequindre Rd,Sterling Heights,MI,44300,42.61762,-83.089311,🆕 Newly geocoded,,,,,,Corewell Health Beaumont Troy Hospital Speech Therapy - Sterling Heights,Speech pathologist,,
"Birmingham Speech and Language, PLLC","1013 S Adams Rd, Birmingham, MI 48009",(248) 509-5588,http://www.bhamspeech.com/,,248) 509-5588,Speech pathologist,"1013 S Adams Rd, Birmingham, MI 48009",1013 S Adams Rd,Birmingham,MI,48009,42.539765,-83.205223,🆕 Newly geocoded,,,,,,"Birmingham Speech and Language, PLLC",Speech pathologist,,
Now We’re Talking Speech Therapy,"42140 Van Dyke Ave # 100, Sterling Heights, MI 48314",(248) 602-3910,http://nowweretalking.us/,,248) 602-3910,Speech pathologist,"42140 Van Dyke Ave # 100, Sterling Heights, MI 48314",42140 Van Dyke Ave # 100,Sterling Heights,MI,42140,42.603285,-83.030497,🆕 Newly geocoded,,,,,,Now We’re Talking Speech Therapy,Speech pathologist,,
Customized Speech Therapy LLC,"3150 Livernois Rd #165, Troy, MI 48083",(313) 279-8935,http://customizedspeechtherapy.com/,,313) 279-8935,Speech pathologist,"3150 Livernois Rd #165, Troy, MI 48083",3150 Livernois Rd #165,Troy,MI,48083,42.563585,-83.147138,🆕 Newly geocoded,,,,,,Customized Speech Therapy LLC,Speech pathologist,,
"MetroEHS Pediatric Therapy – Speech, Occupational & ABA Centers","43279 Schoenherr Rd, Sterling Heights, MI 48313",(313) 278-4601,https://www.metroehs.com/locations/north-sterling-heights-therapy-center/?utm_source=Google&utm_medium=Organic&utm_campaign=google+business+profile&utm_content=north+sterling+heights,,313) 278-4601,Speech pathologist,"43279 Schoenherr Rd, Sterling Heights, MI 48313",43279 Schoenherr Rd,Sterling Heights,MI,43279,42.61251,-82.99376,🆕 Newly geocoded,,,,,,"MetroEHS Pediatric Therapy – Speech, Occupational & ABA Centers",Speech pathologist,,
"Riddle Me Speech, PLLC","748C W Grand River Ave, Brighton, MI 48116",(810) 295-1239,http://www.riddlemespeech.com/,,810) 295-1239,Speech pathologist,"748C W Grand River Ave, Brighton, MI 48116",748C W Grand River Ave,Brighton,MI,48116,42.533823,-83.78268,🆕 Newly geocoded,,,,,,"Riddle Me Speech, PLLC",Speech pathologist,,
"Speech and Beyond, LLC","240 S Adams St, Jenks, OK 74037",(918) 409-0157,http://www.tulsaspeech.com/,,918) 409-0157,Occupational therapist,"240 S Adams St, Jenks, OK 74037",240 S Adams St,Jenks,OK,74037,36.02195,-96.00525,🆕 Newly geocoded,,,,,,"Speech and Beyond, LLC",Occupational therapist,,
Synaptic Pediatric Therapies,"102 E Main St, Royse City, TX 75189",(469) 434-2014,https://synapticpediatrictherapies.com/royse-city/,,469) 434-2014,Speech pathologist,"102 E Main St, Royse City, TX 75189",102 E Main St,Royse City,TX,75189,32.975395,-96.332358,🆕 Newly geocoded,,,,,,Synaptic Pediatric Therapies,Speech pathologist,,
TheraFUN,"1201 W Boyd St, Norman, OK 73069",(405) 366-7898,http://therafunkids.com/,,405) 366-7898,Speech pathologist,"1201 W Boyd St, Norman, OK 73069",1201 W Boyd St,Norman,OK,73069,35.211637,-97.459583,🆕 Newly geocoded,,,,,,TheraFUN,Speech pathologist,,
"Pediatric Communication Solutions, Inc.","929 E Britton Rd, Oklahoma City, OK 73114",(405) 438-0090,https://pcs-ok.com/,,405) 438-0090,Medical clinic,"929 E Britton Rd, Oklahoma City, OK 73114",929 E Britton Rd,Oklahoma City,OK,73114,35.566554,-97.497114,🆕 Newly geocoded,,,,,,"Pediatric Communication Solutions, Inc.",Medical clinic,,
The Speechful Center,"1625 Greenbriar Pl Ste 300, Oklahoma City, OK 73159",(405) 735-5732,http://www.thespeechfulcenter.com/,,405) 735-5732,Speech pathologist,"1625 Greenbriar Pl Ste 300, Oklahoma City, OK 73159",1625 Greenbriar Pl Ste 300,Oklahoma City,OK,73159,35.36573,-97.546996,🆕 Newly geocoded,,,,,,The Speechful Center,Speech pathologist,,
Ramsey Therapy,"2840 E 101st St S, Tulsa, OK 74137",(918) 681-7555,http://www.ramseytherapygroup.com/,,918) 681-7555,Speech pathologist,"2840 E 101st St S, Tulsa, OK 74137",2840 E 101st St S,Tulsa,OK,74137,36.017051,-95.947665,🆕 Newly geocoded,,,,,,Ramsey Therapy,Speech pathologist,,
Latitude Learning And Therapy Institute,"600 W Independence St Suite 1000, Shawnee, OK 74804",(405) 275-1801,http://www.latitudepediatrictherapy.com/,,405) 275-1801,Speech pathologist,"600 W Independence St Suite 1000, Shawnee, OK 74804",600 W Independence St Suite 1000,Shawnee,OK,74804,35.34795,-96.932566,🆕 Newly geocoded,,,,,,Latitude Learning And Therapy Institute,Speech pathologist,,
Legacy Speech Solutions,"601 S Harding St # A, Enid, OK 73703",(580) 478-8620,https://legacyspeechsolutions.com/,,580) 478-8620,Speech pathologist,"601 S Harding St # A, Enid, OK 73703",601 S Harding St # A,Enid,OK,73703,36.390341,-97.914908,🆕 Newly geocoded,,,,,,Legacy Speech Solutions,Speech pathologist,,
"Therapy Spot LLC Pediatric Therapy in Springdale, AR","2837 American St, Springdale, AR 72764",(479) 365-7258,https://www.therapyspotllc.com/,,479) 365-7258,Speech pathologist,"2837 American St, Springdale, AR 72764",2837 American St,Springdale,AR,72764,36.159845,-94.14486,🆕 Newly geocoded,,,,,,"Therapy Spot LLC Pediatric Therapy in Springdale, AR",Speech pathologist,,
Kindred Pediatric Therapy,"3162 M.L.K. Jr Blvd #2, Fayetteville, AR 72704",(479) 435-6636,http://kindredpediatrics.com/,,479) 435-6636,Speech pathologist,"3162 M.L.K. Jr Blvd #2, Fayetteville, AR 72704",3162 M.L.K. Jr Blvd #2,Fayetteville,AR,72704,36.052344,-94.205801,🆕 Newly geocoded,,,,,,Kindred Pediatric Therapy,Speech pathologist,,
Complete Speech Therapy & Wellness,"800 Briar Creek Rd Ste AA206, Charlotte, NC 28205",(704) 681-1110,https://completespeechtherapywellness.com/,,704) 681-1110,Speech pathologist,"800 Briar Creek Rd Ste AA206, Charlotte, NC 28205",800 Briar Creek Rd Ste AA206,Charlotte,NC,28205,35.205829,-80.798148,🆕 Newly geocoded,,,,,,Complete Speech Therapy & Wellness,Speech pathologist,,
Speech-Language Communication Studio,"10130 Mallard Creek Rd #300, Charlotte, NC 28262",(704) 577-3072,http://slc-studio.com/,,704) 577-3072,Speech pathologist,"10130 Mallard Creek Rd #300, Charlotte, NC 28262",10130 Mallard Creek Rd #300,Charlotte,NC,10130,35.338755,-80.76957,🆕 Newly geocoded,,,,,,Speech-Language Communication Studio,Speech pathologist,,
Lifespan Therapy,"4020 Hendersonville Rd, Fletcher, NC 28732",(828) 222-4875,http://www.lifespantherapytx.com/,,828) 222-4875,Speech pathologist,"4020 Hendersonville Rd, Fletcher, NC 28732",4020 Hendersonville Rd,Fletcher,NC,28732,35.42633,-82.502165,🆕 Newly geocoded,,,,,,Lifespan Therapy,Speech pathologist,,
Coastal Speech Therapy Inc.,"145 Nashville Commons Dr, Nashville, NC 27856",(910) 298-2331,https://coastalspeechinc.com/,,910) 298-2331,Speech pathologist,"145 Nashville Commons Dr, Nashville, NC 27856",145 Nashville Commons Dr,Nashville,NC,27856,35.969502,-77.937765,🆕 Newly geocoded,,,,,,Coastal Speech Therapy Inc.,Speech pathologist,,
"Capitol City Speech Therapy, PLLC","1330 St Marys St #100, Raleigh, NC 27605",(919) 577-6807,http://www.ccst.coach/,,919) 577-6807,Speech pathologist,"1330 St Marys St #100, Raleigh, NC 27605",1330 St Marys St #100,Raleigh,NC,27605,35.797307,-78.65213,🆕 Newly geocoded,,,,,,"Capitol City Speech Therapy, PLLC",Speech pathologist,,
Carolina Speech & Occupational Therapy,"3464 N Davidson St, Charlotte, NC 28205",(704) 380-0799,http://www.carolinaspeechtherapy.com/,,704) 380-0799,Speech pathologist,"3464 N Davidson St, Charlotte, NC 28205",3464 N Davidson St,Charlotte,NC,28205,35.249459,-80.801213,🆕 Newly geocoded,,,,,,Carolina Speech & Occupational Therapy,Speech pathologist,,
Raleigh Primary Pediatric Speech Therapy,"3712 Benson Dr, Raleigh, NC 27609",(919) 488-4009,http://raleighpst.com/,,919) 488-4009,Speech pathologist,"3712 Benson Dr, Raleigh, NC 27609",3712 Benson Dr,Raleigh,NC,27609,35.833994,-78.618528,🆕 Newly geocoded,,,,,,Raleigh Primary Pediatric Speech Therapy,Speech pathologist,,
Coastal Speech Therapy Inc.,"1506 Wayne Memorial Dr C, Goldsboro, NC 27534",(910) 298-2331,https://coastalspeechinc.com/?utm_source=gmb,,910) 298-2331,Speech pathologist,"1506 Wayne Memorial Dr C, Goldsboro, NC 27534",1506 Wayne Memorial Dr C,Goldsboro,NC,27534,35.392871,-77.973706,🆕 Newly geocoded,,,,,,Coastal Speech Therapy Inc.,Speech pathologist,,
Carolina Speech Pathology LLC,"130 Salem Towne Ct, Apex, NC 27502",(877) 390-1887,https://carolinafees.com/,,877) 390-1887,Speech pathologist,"130 Salem Towne Ct, Apex, NC 27502",130 Salem Towne Ct,Apex,NC,27502,35.737778,-78.849226,🆕 Newly geocoded,,,,,,Carolina Speech Pathology LLC,Speech pathologist,,
"Sweet Magnolia Speech Therapy, PLLC","2212 Midland Rd, Pinehurst, NC 28387",(910) 227-9892,http://www.sweetmagnoliaspeechtherapy.com/,,910) 227-9892,Speech pathologist,"2212 Midland Rd, Pinehurst, NC 28387",2212 Midland Rd,Pinehurst,NC,28387,35.201334,-79.435143,🆕 Newly geocoded,,,,,,"Sweet Magnolia Speech Therapy, PLLC",Speech pathologist,,
"Empower Speech Therapy, PLLC","2315 W Arbors Dr STE 200, Charlotte, NC 28262",(980) 228-9240,http://www.empowerspeechtherapypllc.com/,,980) 228-9240,Speech pathologist,"2315 W Arbors Dr STE 200, Charlotte, NC 28262",2315 W Arbors Dr STE 200,Charlotte,NC,28262,35.338335,-80.759949,🆕 Newly geocoded,,,,,,"Empower Speech Therapy, PLLC",Speech pathologist,,
Southern Therapy Services,"780 NW Broad St #600, Southern Pines, NC 28387",(910) 690-4451,https://speechtherapycarolina.com/,,910) 690-4451,Speech pathologist,"780 NW Broad St #600, Southern Pines, NC 28387",780 NW Broad St #600,Southern Pines,NC,28387,35.179605,-79.383918,🆕 Newly geocoded,,,,,,Southern Therapy Services,Speech pathologist,,
"Speechcenter, LLC, A Sidekick Company","185 Charlois Blvd, Winston-Salem, NC 27103",(336) 725-0222,http://www.speechcenter.com/,,336) 725-0222,Speech pathologist,"185 Charlois Blvd, Winston-Salem, NC 27103",185 Charlois Blvd,Winston-Salem,NC,27103,36.084606,-80.302561,🆕 Newly geocoded,,,,,,"Speechcenter, LLC, A Sidekick Company",Speech pathologist,,
Beyond Words Speech Therapy PLLC,"178 Mine Lake Ct #100, Raleigh, NC 27615",(336) 430-8096,https://sites.google.com/view/beyondspeechtherapync/home,,336) 430-8096,Speech pathologist,"178 Mine Lake Ct #100, Raleigh, NC 27615",178 Mine Lake Ct #100,Raleigh,NC,27615,35.876603,-78.643149,🆕 Newly geocoded,,,,,,Beyond Words Speech Therapy PLLC,Speech pathologist,,
KT Speech Therapy PLLC,"10130 Mallard Creek Rd #300, Charlotte, NC 28262",(980) 218-0184,http://www.ktspeechtherapy.com/,,980) 218-0184,Speech pathologist,"10130 Mallard Creek Rd #300, Charlotte, NC 28262",10130 Mallard Creek Rd #300,Charlotte,NC,10130,35.338755,-80.76957,🆕 Newly geocoded,,,,,,KT Speech Therapy PLLC,Speech pathologist,,
Spencer Speech Therapy,"245 Winklers Creek Rd # C, Boone, NC 28607",(828) 773-9275,https://www.facebook.com/SpencerSpeechTherapy/,,828) 773-9275,Speech pathologist,"245 Winklers Creek Rd # C, Boone, NC 28607",245 Winklers Creek Rd # C,Boone,NC,28607,36.202944,-81.669579,🆕 Newly geocoded,,,,,,Spencer Speech Therapy,Speech pathologist,,
Speech 4 Kidz,"1306 Fort Bragg Rd, Fayetteville, NC 28305",(910) 751-0350,http://www.speech4kidz.com/,,910) 751-0350,Speech pathologist,"1306 Fort Bragg Rd, Fayetteville, NC 28305",1306 Fort Bragg Rd,Fayetteville,NC,28305,35.05832,-78.9016,🆕 Newly geocoded,,,,,,Speech 4 Kidz,Speech pathologist,,
Cary Speech Services,"875 Walnut St #252, Cary, NC 27511",(919) 460-0113,https://www.caryspeech.com/,,919) 460-0113,Speech pathologist,"875 Walnut St #252, Cary, NC 27511",875 Walnut St #252,Cary,NC,27511,35.77452,-78.765806,🆕 Newly geocoded,,,,,,Cary Speech Services,Speech pathologist,,
"Speech and Language Therapy Services, LLC","1016 2nd Ave N #102, North Myrtle Beach, SC 29582",(843) 491-3572,http://speechtherapynmb.com/,,843) 491-3572,Speech pathologist,"1016 2nd Ave N #102, North Myrtle Beach, SC 29582",1016 2nd Ave N #102,North Myrtle Beach,SC,29582,33.83182,-78.679805,🆕 Newly geocoded,,,,,,"Speech and Language Therapy Services, LLC",Speech pathologist,,
Asheville Community Therapy Center,"959 Merrimon Ave Suite 101, Asheville, NC 28804",(828) 417-7085,http://actcpeds.com/,,828) 417-7085,Speech pathologist,"959 Merrimon Ave Suite 101, Asheville, NC 28804",959 Merrimon Ave Suite 101,Asheville,NC,28804,35.63156,-82.55361,🆕 Newly geocoded,,,,,,Asheville Community Therapy Center,Speech pathologist,,
Garrison City Therapy Services,"51 Webb Pl #310, Dover, NH 03820",(603) 842-4924,http://www.garrisoncityspeech.com/,,603) 842-4924,Speech pathologist,"51 Webb Pl #310, Dover, NH 03820",51 Webb Pl #310,Dover,NH,03820,43.219456,-70.891276,🆕 Newly geocoded,,,,,,Garrison City Therapy Services,Speech pathologist,,
Speech Therapy Solutions Inc,"224 Main St Suite #2D, Salem, NH 03079",(603) 893-8550,https://speechtherapysolutions.com/,,603) 893-8550,Speech pathologist,"224 Main St Suite #2D, Salem, NH 03079",224 Main St Suite #2D,Salem,NH,03079,42.783454,-71.213086,🆕 Newly geocoded,,,,,,Speech Therapy Solutions Inc,Speech pathologist,,
Milestones Pediatric Therapy Center,"15 Nelson St, Manchester, NH 03103",(603) 232-5922,http://www.milestonesnh.com/,,603) 232-5922,Speech pathologist,"15 Nelson St, Manchester, NH 03103",15 Nelson St,Manchester,NH,03103,42.982514,-71.434206,🆕 Newly geocoded,,,,,,Milestones Pediatric Therapy Center,Speech pathologist,,
Speak Easy Speech Therapy,"3 Overlook Dr #1, Amherst, NH 03031",(978) 496-9550,http://www.speakeasyslp.net/,,978) 496-9550,Speech pathologist,"3 Overlook Dr #1, Amherst, NH 03031",3 Overlook Dr #1,Amherst,NH,03031,42.821742,-71.608186,🆕 Newly geocoded,,,,,,Speak Easy Speech Therapy,Speech pathologist,,
New England Pediatric Services,"30 Harvey Rd, Bedford, NH 03110",(603) 296-5241,http://newenglandpediatricservices.com/,,603) 296-5241,Speech pathologist,"30 Harvey Rd, Bedford, NH 03110",30 Harvey Rd,Bedford,NH,03110,42.923946,-71.463101,🆕 Newly geocoded,,,,,,New England Pediatric Services,Speech pathologist,,
Little Bites Feeding and Speech Therapy LLC,"1802 Elm St, Manchester, NH 03104",(603) 345-8710,http://www.littlebitesfeedingtherapy.com/,,603) 345-8710,Speech pathologist,"1802 Elm St, Manchester, NH 03104",1802 Elm St,Manchester,NH,03104,43.004823,-71.465642,🆕 Newly geocoded,,,,,,Little Bites Feeding and Speech Therapy LLC,Speech pathologist,,
"Bright Side, Pediatric Therapy Center","22 Greeley St Suite 6, Merrimack, NH 03054",(603) 365-6177,https://www.brightsidenh.com/,,603) 365-6177,Speech pathologist,"22 Greeley St Suite 6, Merrimack, NH 03054",22 Greeley St Suite 6,Merrimack,NH,03054,42.840339,-71.489425,🆕 Newly geocoded,,,,,,"Bright Side, Pediatric Therapy Center",Speech pathologist,,
Premier Speech Therapy LLC,"80 Nashua Rd, Londonderry, NH 03053",(603) 548-2188,http://www.premierspeechtherapy.com/,,603) 548-2188,Speech pathologist,"80 Nashua Rd, Londonderry, NH 03053",80 Nashua Rd,Londonderry,NH,03053,42.86036,-71.354071,🆕 Newly geocoded,,,,,,Premier Speech Therapy LLC,Speech pathologist,,
"KidSpeak Therapies, LLC","22 Bridge St, Concord, NH 03301",(603) 224-1551,http://www.kidspeaktherapies.com/,,603) 224-1551,Speech pathologist,"22 Bridge St, Concord, NH 03301",22 Bridge St,Concord,NH,03301,43.207897,-71.53389,🆕 Newly geocoded,,,,,,"KidSpeak Therapies, LLC",Speech pathologist,,
Tiny Talkers Speech Therapy LLC,Tiny Talkers Speech Therapy LLC,Tiny Talkers Speech Therapy LLC,https://www.tinytalkersnh.com/,,,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,Tiny Talkers Speech Therapy LLC,Speech pathologist,,No address or coordinates found
"Adaptive Pediatric Therapy, LLC","Building A Suite, 118 Portsmouth Ave SUITE A1A, Stratham, NH 03885",(207) 370-1744,http://www.adaptivepediatrictherapy.com/,,207) 370-1744,Medical clinic,"Building A Suite, 118 Portsmouth Ave SUITE A1A, Stratham, NH 03885",Building A Suite,Stratham,NH,03885,43.019497,-70.915562,🆕 Newly geocoded,,,,,,"Adaptive Pediatric Therapy, LLC",Medical clinic,,
Babble and Beyond,"4 Barrell Ct, Concord, NH 03301",Babble and Beyond,http://www.babbleandbeyond.com/,,,Speech pathologist,"4 Barrell Ct, Concord, NH 03301",4 Barrell Ct,Concord,NH,03301,43.213267,-71.49838,🆕 Newly geocoded,,,,,,Babble and Beyond,Speech pathologist,,
"Imani Therapies LLC | Speech, Language, Cognitive - Linguistic Therapy","87 Burns Hill Rd, Hudson, NH 03051","Imani Therapies LLC | Speech, Language, Cognitive - Linguistic Therapy",,,,Speech pathologist,"87 Burns Hill Rd, Hudson, NH 03051",87 Burns Hill Rd,Hudson,NH,03051,42.73635,-71.40621,🆕 Newly geocoded,,,,,,"Imani Therapies LLC | Speech, Language, Cognitive - Linguistic Therapy",Speech pathologist,,
Little Speech House,Little Speech House,Little Speech House,http://www.littlespeechhousenh.com/,,,Speech pathologist,,,,,,,,❌ Error - no data,,,,,,Little Speech House,Speech pathologist,,No address or coordinates found
